idnotificacao,idalerta,iddestinatario,canal,data_envio,estado_envio,data_confirmacao,mensagem,erro_envio
4341,677,4,email,2026-05-17 19:10:00,confirmada,2026-05-17 19:33:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 45.65%. Precipitação acumulada 6h: 19.82 mm. Precipitação prevista 1h: 10.60 mm. Medidas recomendadas associadas ao nível Amarelo.,
4342,677,6,email,2026-05-17 19:05:00,confirmada,2026-05-17 19:11:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 45.65%. Precipitação acumulada 6h: 19.82 mm. Precipitação prevista 1h: 10.60 mm. Medidas recomendadas associadas ao nível Amarelo.,
4343,678,1,email_sms,2026-05-17 20:09:00,confirmada,2026-05-17 20:31:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 80.09%. Precipitação acumulada 6h: 51.96 mm. Precipitação prevista 1h: 12.25 mm. Medidas recomendadas associadas ao nível Laranja.,
4344,678,2,email_sms,2026-05-17 20:02:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 80.09%. Precipitação acumulada 6h: 51.96 mm. Precipitação prevista 1h: 12.25 mm. Medidas recomendadas associadas ao nível Laranja.,
4345,678,3,email_sms,2026-05-17 20:04:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 80.09%. Precipitação acumulada 6h: 51.96 mm. Precipitação prevista 1h: 12.25 mm. Medidas recomendadas associadas ao nível Laranja.,
4346,678,4,email_sms,2026-05-17 20:07:00,confirmada,2026-05-17 20:24:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 80.09%. Precipitação acumulada 6h: 51.96 mm. Precipitação prevista 1h: 12.25 mm. Medidas recomendadas associadas ao nível Laranja.,
4347,678,5,email_sms,2026-05-17 20:04:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 80.09%. Precipitação acumulada 6h: 51.96 mm. Precipitação prevista 1h: 12.25 mm. Medidas recomendadas associadas ao nível Laranja.,
4348,678,6,email_sms,2026-05-17 20:08:00,confirmada,2026-05-17 20:30:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 80.09%. Precipitação acumulada 6h: 51.96 mm. Precipitação prevista 1h: 12.25 mm. Medidas recomendadas associadas ao nível Laranja.,
4349,678,7,email_sms,2026-05-17 20:02:00,confirmada,2026-05-17 20:16:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 80.09%. Precipitação acumulada 6h: 51.96 mm. Precipitação prevista 1h: 12.25 mm. Medidas recomendadas associadas ao nível Laranja.,
4350,679,1,email_sms,2026-05-17 20:07:00,confirmada,2026-05-17 20:33:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 67.13%. Precipitação acumulada 6h: 37.49 mm. Precipitação prevista 1h: 16.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4351,679,2,email_sms,2026-05-17 20:04:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 67.13%. Precipitação acumulada 6h: 37.49 mm. Precipitação prevista 1h: 16.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4352,679,3,email_sms,2026-05-17 20:02:00,confirmada,2026-05-17 20:22:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 67.13%. Precipitação acumulada 6h: 37.49 mm. Precipitação prevista 1h: 16.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4353,679,4,email_sms,2026-05-17 20:04:00,confirmada,2026-05-17 20:09:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 67.13%. Precipitação acumulada 6h: 37.49 mm. Precipitação prevista 1h: 16.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4354,679,5,email_sms,2026-05-17 20:06:00,confirmada,2026-05-17 20:25:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 67.13%. Precipitação acumulada 6h: 37.49 mm. Precipitação prevista 1h: 16.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4355,679,6,email_sms,2026-05-17 20:05:00,confirmada,2026-05-17 20:25:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 67.13%. Precipitação acumulada 6h: 37.49 mm. Precipitação prevista 1h: 16.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4356,679,7,email_sms,2026-05-17 20:07:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 67.13%. Precipitação acumulada 6h: 37.49 mm. Precipitação prevista 1h: 16.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4357,680,1,email_sms,2026-05-17 20:02:00,confirmada,2026-05-17 20:26:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 70.14%. Precipitação acumulada 6h: 47.51 mm. Precipitação prevista 1h: 38.59 mm. Medidas recomendadas associadas ao nível Laranja.,
4358,680,2,email_sms,2026-05-17 20:06:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 70.14%. Precipitação acumulada 6h: 47.51 mm. Precipitação prevista 1h: 38.59 mm. Medidas recomendadas associadas ao nível Laranja.,
4359,680,3,email_sms,2026-05-17 20:05:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 70.14%. Precipitação acumulada 6h: 47.51 mm. Precipitação prevista 1h: 38.59 mm. Medidas recomendadas associadas ao nível Laranja.,
4360,680,4,email_sms,2026-05-17 20:02:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 70.14%. Precipitação acumulada 6h: 47.51 mm. Precipitação prevista 1h: 38.59 mm. Medidas recomendadas associadas ao nível Laranja.,
4361,680,5,email_sms,2026-05-17 20:02:00,confirmada,2026-05-17 20:06:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 70.14%. Precipitação acumulada 6h: 47.51 mm. Precipitação prevista 1h: 38.59 mm. Medidas recomendadas associadas ao nível Laranja.,
4362,680,6,email_sms,2026-05-17 20:10:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 70.14%. Precipitação acumulada 6h: 47.51 mm. Precipitação prevista 1h: 38.59 mm. Medidas recomendadas associadas ao nível Laranja.,
4363,680,7,email_sms,2026-05-17 20:05:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 70.14%. Precipitação acumulada 6h: 47.51 mm. Precipitação prevista 1h: 38.59 mm. Medidas recomendadas associadas ao nível Laranja.,
4364,681,1,email_sms,2026-05-17 21:07:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 83.91%. Precipitação acumulada 6h: 47.87 mm. Precipitação prevista 1h: 17.49 mm. Medidas recomendadas associadas ao nível Laranja.,
4365,681,2,email_sms,2026-05-17 21:01:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 83.91%. Precipitação acumulada 6h: 47.87 mm. Precipitação prevista 1h: 17.49 mm. Medidas recomendadas associadas ao nível Laranja.,
4366,681,3,email_sms,2026-05-17 21:02:00,falhada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 83.91%. Precipitação acumulada 6h: 47.87 mm. Precipitação prevista 1h: 17.49 mm. Medidas recomendadas associadas ao nível Laranja.,Erro simulado no envio.
4367,681,4,email_sms,2026-05-17 21:07:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 83.91%. Precipitação acumulada 6h: 47.87 mm. Precipitação prevista 1h: 17.49 mm. Medidas recomendadas associadas ao nível Laranja.,
4368,681,5,email_sms,2026-05-17 21:03:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 83.91%. Precipitação acumulada 6h: 47.87 mm. Precipitação prevista 1h: 17.49 mm. Medidas recomendadas associadas ao nível Laranja.,
4369,681,6,email_sms,2026-05-17 21:06:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 83.91%. Precipitação acumulada 6h: 47.87 mm. Precipitação prevista 1h: 17.49 mm. Medidas recomendadas associadas ao nível Laranja.,
4370,681,7,email_sms,2026-05-17 21:01:00,falhada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 83.91%. Precipitação acumulada 6h: 47.87 mm. Precipitação prevista 1h: 17.49 mm. Medidas recomendadas associadas ao nível Laranja.,Erro simulado no envio.
4371,682,1,email,2026-05-17 21:09:00,enviada,,Alerta Verde na área Passagem Inferior. Nível máximo de água: 55.10%. Precipitação acumulada 6h: 25.67 mm. Precipitação prevista 1h: 8.70 mm. Medidas recomendadas associadas ao nível Verde.,
4372,682,2,email,2026-05-17 21:02:00,enviada,,Alerta Verde na área Passagem Inferior. Nível máximo de água: 55.10%. Precipitação acumulada 6h: 25.67 mm. Precipitação prevista 1h: 8.70 mm. Medidas recomendadas associadas ao nível Verde.,
4373,683,1,email,2026-05-17 21:05:00,confirmada,2026-05-17 21:21:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 60.93%. Precipitação acumulada 6h: 40.70 mm. Precipitação prevista 1h: 7.63 mm. Medidas recomendadas associadas ao nível Amarelo.,
4374,683,2,email,2026-05-17 21:07:00,confirmada,2026-05-17 21:12:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 60.93%. Precipitação acumulada 6h: 40.70 mm. Precipitação prevista 1h: 7.63 mm. Medidas recomendadas associadas ao nível Amarelo.,
4375,683,3,email,2026-05-17 21:07:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 60.93%. Precipitação acumulada 6h: 40.70 mm. Precipitação prevista 1h: 7.63 mm. Medidas recomendadas associadas ao nível Amarelo.,
4376,683,4,email,2026-05-17 21:03:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 60.93%. Precipitação acumulada 6h: 40.70 mm. Precipitação prevista 1h: 7.63 mm. Medidas recomendadas associadas ao nível Amarelo.,
4377,683,6,email,2026-05-17 21:09:00,confirmada,2026-05-17 21:35:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 60.93%. Precipitação acumulada 6h: 40.70 mm. Precipitação prevista 1h: 7.63 mm. Medidas recomendadas associadas ao nível Amarelo.,
4378,684,1,email_sms,2026-05-17 21:08:00,confirmada,2026-05-17 21:24:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 76.24%. Precipitação acumulada 6h: 50.64 mm. Precipitação prevista 1h: 20.54 mm. Medidas recomendadas associadas ao nível Laranja.,
4379,684,2,email_sms,2026-05-17 21:10:00,confirmada,2026-05-17 21:20:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 76.24%. Precipitação acumulada 6h: 50.64 mm. Precipitação prevista 1h: 20.54 mm. Medidas recomendadas associadas ao nível Laranja.,
4380,684,3,email_sms,2026-05-17 21:08:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 76.24%. Precipitação acumulada 6h: 50.64 mm. Precipitação prevista 1h: 20.54 mm. Medidas recomendadas associadas ao nível Laranja.,
4381,684,4,email_sms,2026-05-17 21:04:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 76.24%. Precipitação acumulada 6h: 50.64 mm. Precipitação prevista 1h: 20.54 mm. Medidas recomendadas associadas ao nível Laranja.,
4382,684,5,email_sms,2026-05-17 21:05:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 76.24%. Precipitação acumulada 6h: 50.64 mm. Precipitação prevista 1h: 20.54 mm. Medidas recomendadas associadas ao nível Laranja.,
4383,684,6,email_sms,2026-05-17 21:02:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 76.24%. Precipitação acumulada 6h: 50.64 mm. Precipitação prevista 1h: 20.54 mm. Medidas recomendadas associadas ao nível Laranja.,
4384,684,7,email_sms,2026-05-17 21:02:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 76.24%. Precipitação acumulada 6h: 50.64 mm. Precipitação prevista 1h: 20.54 mm. Medidas recomendadas associadas ao nível Laranja.,
4385,685,1,email_sms,2026-05-17 22:10:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.33 mm. Precipitação prevista 1h: 33.13 mm. Medidas recomendadas associadas ao nível Vermelho.,
4386,685,2,email_sms,2026-05-17 22:04:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.33 mm. Precipitação prevista 1h: 33.13 mm. Medidas recomendadas associadas ao nível Vermelho.,
4387,685,3,email_sms,2026-05-17 22:06:00,confirmada,2026-05-17 22:30:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.33 mm. Precipitação prevista 1h: 33.13 mm. Medidas recomendadas associadas ao nível Vermelho.,
4388,685,4,email_sms,2026-05-17 22:05:00,confirmada,2026-05-17 22:28:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.33 mm. Precipitação prevista 1h: 33.13 mm. Medidas recomendadas associadas ao nível Vermelho.,
4389,685,5,email_sms,2026-05-17 22:09:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.33 mm. Precipitação prevista 1h: 33.13 mm. Medidas recomendadas associadas ao nível Vermelho.,
4390,685,6,email_sms,2026-05-17 22:04:00,confirmada,2026-05-17 22:28:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.33 mm. Precipitação prevista 1h: 33.13 mm. Medidas recomendadas associadas ao nível Vermelho.,
4391,685,7,email_sms,2026-05-17 22:10:00,confirmada,2026-05-17 22:30:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.33 mm. Precipitação prevista 1h: 33.13 mm. Medidas recomendadas associadas ao nível Vermelho.,
4392,685,8,email_sms,2026-05-17 22:01:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.33 mm. Precipitação prevista 1h: 33.13 mm. Medidas recomendadas associadas ao nível Vermelho.,
4393,686,1,email_sms,2026-05-17 22:10:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 75.78%. Precipitação acumulada 6h: 51.36 mm. Precipitação prevista 1h: 16.67 mm. Medidas recomendadas associadas ao nível Laranja.,
4394,686,2,email_sms,2026-05-17 22:05:00,confirmada,2026-05-17 22:13:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 75.78%. Precipitação acumulada 6h: 51.36 mm. Precipitação prevista 1h: 16.67 mm. Medidas recomendadas associadas ao nível Laranja.,
4395,686,3,email_sms,2026-05-17 22:03:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 75.78%. Precipitação acumulada 6h: 51.36 mm. Precipitação prevista 1h: 16.67 mm. Medidas recomendadas associadas ao nível Laranja.,
4396,686,4,email_sms,2026-05-17 22:07:00,confirmada,2026-05-17 22:23:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 75.78%. Precipitação acumulada 6h: 51.36 mm. Precipitação prevista 1h: 16.67 mm. Medidas recomendadas associadas ao nível Laranja.,
4397,686,5,email_sms,2026-05-17 22:01:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 75.78%. Precipitação acumulada 6h: 51.36 mm. Precipitação prevista 1h: 16.67 mm. Medidas recomendadas associadas ao nível Laranja.,
4398,686,6,email_sms,2026-05-17 22:07:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 75.78%. Precipitação acumulada 6h: 51.36 mm. Precipitação prevista 1h: 16.67 mm. Medidas recomendadas associadas ao nível Laranja.,
4399,686,7,email_sms,2026-05-17 22:02:00,confirmada,2026-05-17 22:31:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 75.78%. Precipitação acumulada 6h: 51.36 mm. Precipitação prevista 1h: 16.67 mm. Medidas recomendadas associadas ao nível Laranja.,
4400,687,1,email_sms,2026-05-17 23:03:00,confirmada,2026-05-17 23:27:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.13 mm. Precipitação prevista 1h: 28.94 mm. Medidas recomendadas associadas ao nível Vermelho.,
4401,687,2,email_sms,2026-05-17 23:07:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.13 mm. Precipitação prevista 1h: 28.94 mm. Medidas recomendadas associadas ao nível Vermelho.,
4402,687,3,email_sms,2026-05-17 23:01:00,falhada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.13 mm. Precipitação prevista 1h: 28.94 mm. Medidas recomendadas associadas ao nível Vermelho.,Erro simulado no envio.
4403,687,4,email_sms,2026-05-17 23:06:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.13 mm. Precipitação prevista 1h: 28.94 mm. Medidas recomendadas associadas ao nível Vermelho.,
4404,687,5,email_sms,2026-05-17 23:05:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.13 mm. Precipitação prevista 1h: 28.94 mm. Medidas recomendadas associadas ao nível Vermelho.,
4405,687,6,email_sms,2026-05-17 23:07:00,confirmada,2026-05-17 23:10:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.13 mm. Precipitação prevista 1h: 28.94 mm. Medidas recomendadas associadas ao nível Vermelho.,
4406,687,7,email_sms,2026-05-17 23:09:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.13 mm. Precipitação prevista 1h: 28.94 mm. Medidas recomendadas associadas ao nível Vermelho.,
4407,687,8,email_sms,2026-05-17 23:02:00,confirmada,2026-05-17 23:18:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 79.13 mm. Precipitação prevista 1h: 28.94 mm. Medidas recomendadas associadas ao nível Vermelho.,
4408,688,1,email,2026-05-17 23:07:00,confirmada,2026-05-17 23:31:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 55.76%. Precipitação acumulada 6h: 23.27 mm. Precipitação prevista 1h: 16.08 mm. Medidas recomendadas associadas ao nível Amarelo.,
4409,688,2,email,2026-05-17 23:07:00,enviada,,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 55.76%. Precipitação acumulada 6h: 23.27 mm. Precipitação prevista 1h: 16.08 mm. Medidas recomendadas associadas ao nível Amarelo.,
4410,688,3,email,2026-05-17 23:02:00,enviada,,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 55.76%. Precipitação acumulada 6h: 23.27 mm. Precipitação prevista 1h: 16.08 mm. Medidas recomendadas associadas ao nível Amarelo.,
4411,688,4,email,2026-05-17 23:08:00,enviada,,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 55.76%. Precipitação acumulada 6h: 23.27 mm. Precipitação prevista 1h: 16.08 mm. Medidas recomendadas associadas ao nível Amarelo.,
4412,688,6,email,2026-05-17 23:06:00,enviada,,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 55.76%. Precipitação acumulada 6h: 23.27 mm. Precipitação prevista 1h: 16.08 mm. Medidas recomendadas associadas ao nível Amarelo.,
4413,689,1,email,2026-05-17 23:07:00,confirmada,2026-05-17 23:32:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 59.05%. Precipitação acumulada 6h: 29.63 mm. Precipitação prevista 1h: 13.81 mm. Medidas recomendadas associadas ao nível Amarelo.,
4414,689,2,email,2026-05-17 23:02:00,confirmada,2026-05-17 23:06:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 59.05%. Precipitação acumulada 6h: 29.63 mm. Precipitação prevista 1h: 13.81 mm. Medidas recomendadas associadas ao nível Amarelo.,
4415,689,3,email,2026-05-17 23:05:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 59.05%. Precipitação acumulada 6h: 29.63 mm. Precipitação prevista 1h: 13.81 mm. Medidas recomendadas associadas ao nível Amarelo.,
4416,689,4,email,2026-05-17 23:02:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 59.05%. Precipitação acumulada 6h: 29.63 mm. Precipitação prevista 1h: 13.81 mm. Medidas recomendadas associadas ao nível Amarelo.,
4417,689,6,email,2026-05-17 23:10:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 59.05%. Precipitação acumulada 6h: 29.63 mm. Precipitação prevista 1h: 13.81 mm. Medidas recomendadas associadas ao nível Amarelo.,
4418,690,1,email_sms,2026-05-17 23:04:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 75.90%. Precipitação acumulada 6h: 54.34 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4419,690,2,email_sms,2026-05-17 23:02:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 75.90%. Precipitação acumulada 6h: 54.34 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4420,690,3,email_sms,2026-05-17 23:06:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 75.90%. Precipitação acumulada 6h: 54.34 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4421,690,4,email_sms,2026-05-17 23:04:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 75.90%. Precipitação acumulada 6h: 54.34 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4422,690,5,email_sms,2026-05-17 23:03:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 75.90%. Precipitação acumulada 6h: 54.34 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4423,690,6,email_sms,2026-05-17 23:08:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 75.90%. Precipitação acumulada 6h: 54.34 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4424,690,7,email_sms,2026-05-17 23:01:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 75.90%. Precipitação acumulada 6h: 54.34 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4425,691,1,email_sms,2026-05-18 00:03:00,confirmada,2026-05-18 00:33:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 88.31%. Precipitação acumulada 6h: 55.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4426,691,2,email_sms,2026-05-18 00:08:00,confirmada,2026-05-18 00:12:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 88.31%. Precipitação acumulada 6h: 55.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4427,691,3,email_sms,2026-05-18 00:03:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 88.31%. Precipitação acumulada 6h: 55.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4428,691,4,email_sms,2026-05-18 00:02:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 88.31%. Precipitação acumulada 6h: 55.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4429,691,5,email_sms,2026-05-18 00:01:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 88.31%. Precipitação acumulada 6h: 55.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4430,691,6,email_sms,2026-05-18 00:05:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 88.31%. Precipitação acumulada 6h: 55.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4431,691,7,email_sms,2026-05-18 00:06:00,confirmada,2026-05-18 00:32:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 88.31%. Precipitação acumulada 6h: 55.57 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
4432,692,1,email,2026-05-18 00:04:00,confirmada,2026-05-18 00:29:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 57.43%. Precipitação acumulada 6h: 23.53 mm. Precipitação prevista 1h: 13.44 mm. Medidas recomendadas associadas ao nível Amarelo.,
4433,692,2,email,2026-05-18 00:07:00,enviada,,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 57.43%. Precipitação acumulada 6h: 23.53 mm. Precipitação prevista 1h: 13.44 mm. Medidas recomendadas associadas ao nível Amarelo.,
4434,692,3,email,2026-05-18 00:01:00,confirmada,2026-05-18 00:13:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 57.43%. Precipitação acumulada 6h: 23.53 mm. Precipitação prevista 1h: 13.44 mm. Medidas recomendadas associadas ao nível Amarelo.,
4435,692,4,email,2026-05-18 00:03:00,enviada,,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 57.43%. Precipitação acumulada 6h: 23.53 mm. Precipitação prevista 1h: 13.44 mm. Medidas recomendadas associadas ao nível Amarelo.,
4436,692,6,email,2026-05-18 00:03:00,enviada,,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 57.43%. Precipitação acumulada 6h: 23.53 mm. Precipitação prevista 1h: 13.44 mm. Medidas recomendadas associadas ao nível Amarelo.,
4437,693,1,email_sms,2026-05-18 00:07:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 74.19%. Precipitação acumulada 6h: 54.55 mm. Precipitação prevista 1h: 13.38 mm. Medidas recomendadas associadas ao nível Laranja.,
4438,693,2,email_sms,2026-05-18 00:08:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 74.19%. Precipitação acumulada 6h: 54.55 mm. Precipitação prevista 1h: 13.38 mm. Medidas recomendadas associadas ao nível Laranja.,
4439,693,3,email_sms,2026-05-18 00:09:00,confirmada,2026-05-18 00:21:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 74.19%. Precipitação acumulada 6h: 54.55 mm. Precipitação prevista 1h: 13.38 mm. Medidas recomendadas associadas ao nível Laranja.,
4440,693,4,email_sms,2026-05-18 00:09:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 74.19%. Precipitação acumulada 6h: 54.55 mm. Precipitação prevista 1h: 13.38 mm. Medidas recomendadas associadas ao nível Laranja.,
4441,693,5,email_sms,2026-05-18 00:03:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 74.19%. Precipitação acumulada 6h: 54.55 mm. Precipitação prevista 1h: 13.38 mm. Medidas recomendadas associadas ao nível Laranja.,
4442,693,6,email_sms,2026-05-18 00:03:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 74.19%. Precipitação acumulada 6h: 54.55 mm. Precipitação prevista 1h: 13.38 mm. Medidas recomendadas associadas ao nível Laranja.,
4443,693,7,email_sms,2026-05-18 00:04:00,confirmada,2026-05-18 00:07:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 74.19%. Precipitação acumulada 6h: 54.55 mm. Precipitação prevista 1h: 13.38 mm. Medidas recomendadas associadas ao nível Laranja.,
4444,694,1,email_sms,2026-05-18 01:08:00,confirmada,2026-05-18 01:13:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 81.63%. Precipitação acumulada 6h: 49.92 mm. Precipitação prevista 1h: 4.78 mm. Medidas recomendadas associadas ao nível Laranja.,
