idleitura_sensor,idsensor,tipo_variavel,valor,unidade,data_observacao,data_registo,qualidade_dado,validada
15943,31,nivel_agua_percentagem,20.52,%,2026-05-26 10:00:00,2026-05-26 10:04:00,boa,1
15944,32,precipitacao_horaria,0,mm,2026-05-26 10:00:00,2026-05-26 10:01:00,boa,1
15945,33,caudal_estimado,21.94,m3/s,2026-05-26 10:00:00,2026-05-26 10:05:00,boa,1
15946,34,nivel_agua_percentagem,28.9,%,2026-05-26 10:00:00,2026-05-26 10:03:00,boa,1
15947,35,precipitacao_horaria,0,mm,2026-05-26 10:00:00,2026-05-26 10:04:00,boa,1
15948,36,caudal_estimado,37.64,m3/s,2026-05-26 10:00:00,2026-05-26 10:00:00,boa,1
15949,1,nivel_agua_percentagem,33.82,%,2026-05-26 11:00:00,2026-05-26 11:00:00,boa,1
15950,2,precipitacao_horaria,0,mm,2026-05-26 11:00:00,2026-05-26 11:05:00,boa,1
15951,3,caudal_estimado,39.31,m3/s,2026-05-26 11:00:00,2026-05-26 11:03:00,boa,1
15952,4,nivel_agua_percentagem,43.41,%,2026-05-26 11:00:00,2026-05-26 11:02:00,suspeita,0
15953,5,precipitacao_horaria,0,mm,2026-05-26 11:00:00,2026-05-26 11:05:00,boa,1
15954,6,caudal_estimado,49.99,m3/s,2026-05-26 11:00:00,2026-05-26 11:04:00,boa,1
15955,7,nivel_agua_percentagem,37.76,%,2026-05-26 11:00:00,2026-05-26 11:05:00,boa,1
15956,8,precipitacao_horaria,0,mm,2026-05-26 11:00:00,2026-05-26 11:03:00,boa,1
15957,9,caudal_estimado,41.36,m3/s,2026-05-26 11:00:00,2026-05-26 11:00:00,suspeita,0
15958,10,nivel_agua_percentagem,39.19,%,2026-05-26 11:00:00,2026-05-26 11:01:00,boa,1
15959,11,precipitacao_horaria,0.61,mm,2026-05-26 11:00:00,2026-05-26 11:01:00,boa,1
15960,12,caudal_estimado,42.43,m3/s,2026-05-26 11:00:00,2026-05-26 11:05:00,boa,1
15961,13,nivel_agua_percentagem,32.27,%,2026-05-26 11:00:00,2026-05-26 11:03:00,boa,1
15962,14,precipitacao_horaria,0.61,mm,2026-05-26 11:00:00,2026-05-26 11:01:00,boa,1
15963,15,caudal_estimado,24.1,m3/s,2026-05-26 11:00:00,2026-05-26 11:03:00,boa,1
15964,16,nivel_agua_percentagem,37.7,%,2026-05-26 11:00:00,2026-05-26 11:04:00,boa,1
15965,17,precipitacao_horaria,0.61,mm,2026-05-26 11:00:00,2026-05-26 11:01:00,boa,1
15966,18,caudal_estimado,30.25,m3/s,2026-05-26 11:00:00,2026-05-26 11:02:00,suspeita,0
15967,19,nivel_agua_percentagem,26.16,%,2026-05-26 11:00:00,2026-05-26 11:04:00,boa,1
15968,20,precipitacao_horaria,1.88,mm,2026-05-26 11:00:00,2026-05-26 11:02:00,boa,1
15969,21,caudal_estimado,34.93,m3/s,2026-05-26 11:00:00,2026-05-26 11:03:00,boa,1
15970,22,nivel_agua_percentagem,28.24,%,2026-05-26 11:00:00,2026-05-26 11:02:00,boa,1
15971,23,precipitacao_horaria,1.88,mm,2026-05-26 11:00:00,2026-05-26 11:05:00,boa,1
15972,24,caudal_estimado,20.31,m3/s,2026-05-26 11:00:00,2026-05-26 11:05:00,boa,1
15973,25,nivel_agua_percentagem,31.47,%,2026-05-26 11:00:00,2026-05-26 11:02:00,boa,1
15974,26,precipitacao_horaria,1.88,mm,2026-05-26 11:00:00,2026-05-26 11:04:00,boa,1
15975,27,caudal_estimado,40.26,m3/s,2026-05-26 11:00:00,2026-05-26 11:04:00,boa,1
15976,28,nivel_agua_percentagem,25.61,%,2026-05-26 11:00:00,2026-05-26 11:03:00,boa,1
15977,29,precipitacao_horaria,0.15,mm,2026-05-26 11:00:00,2026-05-26 11:03:00,boa,1
15978,30,caudal_estimado,18.19,m3/s,2026-05-26 11:00:00,2026-05-26 11:05:00,boa,1
15979,31,nivel_agua_percentagem,26.25,%,2026-05-26 11:00:00,2026-05-26 11:00:00,suspeita,0
15980,32,precipitacao_horaria,0.15,mm,2026-05-26 11:00:00,2026-05-26 11:04:00,boa,1
15981,33,caudal_estimado,19.33,m3/s,2026-05-26 11:00:00,2026-05-26 11:02:00,boa,1
15982,34,nivel_agua_percentagem,30.02,%,2026-05-26 11:00:00,2026-05-26 11:03:00,boa,1
15983,35,precipitacao_horaria,0.15,mm,2026-05-26 11:00:00,2026-05-26 11:03:00,boa,1
15984,36,caudal_estimado,24.92,m3/s,2026-05-26 11:00:00,2026-05-26 11:03:00,suspeita,0
15985,1,nivel_agua_percentagem,36.95,%,2026-05-26 12:00:00,2026-05-26 12:03:00,boa,1
15986,2,precipitacao_horaria,1.19,mm,2026-05-26 12:00:00,2026-05-26 12:02:00,suspeita,0
15987,3,caudal_estimado,43.82,m3/s,2026-05-26 12:00:00,2026-05-26 12:02:00,boa,1
15988,4,nivel_agua_percentagem,37.87,%,2026-05-26 12:00:00,2026-05-26 12:00:00,boa,1
15989,5,precipitacao_horaria,1.19,mm,2026-05-26 12:00:00,2026-05-26 12:04:00,boa,1
15990,6,caudal_estimado,29.73,m3/s,2026-05-26 12:00:00,2026-05-26 12:01:00,boa,1
15991,7,nivel_agua_percentagem,39.88,%,2026-05-26 12:00:00,2026-05-26 12:05:00,boa,1
15992,8,precipitacao_horaria,1.19,mm,2026-05-26 12:00:00,2026-05-26 12:05:00,boa,1
15993,9,caudal_estimado,30.59,m3/s,2026-05-26 12:00:00,2026-05-26 12:04:00,boa,1
15994,10,nivel_agua_percentagem,29.4,%,2026-05-26 12:00:00,2026-05-26 12:00:00,boa,1
15995,11,precipitacao_horaria,1.13,mm,2026-05-26 12:00:00,2026-05-26 12:00:00,boa,1
15996,12,caudal_estimado,20.66,m3/s,2026-05-26 12:00:00,2026-05-26 12:03:00,boa,1
15997,13,nivel_agua_percentagem,41.1,%,2026-05-26 12:00:00,2026-05-26 12:01:00,boa,1
15998,14,precipitacao_horaria,1.13,mm,2026-05-26 12:00:00,2026-05-26 12:03:00,boa,1
15999,15,caudal_estimado,43.16,m3/s,2026-05-26 12:00:00,2026-05-26 12:00:00,boa,1
16000,16,nivel_agua_percentagem,41.23,%,2026-05-26 12:00:00,2026-05-26 12:04:00,boa,1
16001,17,precipitacao_horaria,1.13,mm,2026-05-26 12:00:00,2026-05-26 12:01:00,boa,1
16002,18,caudal_estimado,40.41,m3/s,2026-05-26 12:00:00,2026-05-26 12:05:00,boa,1
16003,19,nivel_agua_percentagem,32.18,%,2026-05-26 12:00:00,2026-05-26 12:03:00,boa,1
16004,20,precipitacao_horaria,2.65,mm,2026-05-26 12:00:00,2026-05-26 12:00:00,boa,1
16005,21,caudal_estimado,27.98,m3/s,2026-05-26 12:00:00,2026-05-26 12:04:00,boa,1
16006,22,nivel_agua_percentagem,39.86,%,2026-05-26 12:00:00,2026-05-26 12:00:00,boa,1
16007,23,precipitacao_horaria,2.65,mm,2026-05-26 12:00:00,2026-05-26 12:00:00,boa,1
16008,24,caudal_estimado,38.56,m3/s,2026-05-26 12:00:00,2026-05-26 12:05:00,boa,1
16009,25,nivel_agua_percentagem,31.92,%,2026-05-26 12:00:00,2026-05-26 12:04:00,boa,1
16010,26,precipitacao_horaria,2.65,mm,2026-05-26 12:00:00,2026-05-26 12:02:00,boa,1
16011,27,caudal_estimado,19.42,m3/s,2026-05-26 12:00:00,2026-05-26 12:01:00,boa,1
16012,28,nivel_agua_percentagem,39.97,%,2026-05-26 12:00:00,2026-05-26 12:03:00,boa,1
16013,29,precipitacao_horaria,33.23,mm,2026-05-26 12:00:00,2026-05-26 12:02:00,boa,1
16014,30,caudal_estimado,29.35,m3/s,2026-05-26 12:00:00,2026-05-26 12:04:00,boa,1
16015,31,nivel_agua_percentagem,47.4,%,2026-05-26 12:00:00,2026-05-26 12:04:00,boa,1
16016,32,precipitacao_horaria,33.23,mm,2026-05-26 12:00:00,2026-05-26 12:00:00,suspeita,0
16017,33,caudal_estimado,34.17,m3/s,2026-05-26 12:00:00,2026-05-26 12:00:00,boa,1
16018,34,nivel_agua_percentagem,55.93,%,2026-05-26 12:00:00,2026-05-26 12:00:00,boa,1
16019,35,precipitacao_horaria,33.23,mm,2026-05-26 12:00:00,2026-05-26 12:02:00,boa,1
16020,36,caudal_estimado,54.29,m3/s,2026-05-26 12:00:00,2026-05-26 12:03:00,boa,1
16021,1,nivel_agua_percentagem,34.11,%,2026-05-26 13:00:00,2026-05-26 13:03:00,boa,1
16022,2,precipitacao_horaria,0.4,mm,2026-05-26 13:00:00,2026-05-26 13:01:00,boa,1
16023,3,caudal_estimado,28.28,m3/s,2026-05-26 13:00:00,2026-05-26 13:01:00,boa,1
16024,4,nivel_agua_percentagem,39.87,%,2026-05-26 13:00:00,2026-05-26 13:03:00,boa,1
16025,5,precipitacao_horaria,0.4,mm,2026-05-26 13:00:00,2026-05-26 13:03:00,boa,1
16026,6,caudal_estimado,47.57,m3/s,2026-05-26 13:00:00,2026-05-26 13:02:00,boa,1
16027,7,nivel_agua_percentagem,36.27,%,2026-05-26 13:00:00,2026-05-26 13:04:00,boa,1
16028,8,precipitacao_horaria,0.4,mm,2026-05-26 13:00:00,2026-05-26 13:03:00,boa,1
16029,9,caudal_estimado,47.03,m3/s,2026-05-26 13:00:00,2026-05-26 13:04:00,boa,1
16030,10,nivel_agua_percentagem,31.55,%,2026-05-26 13:00:00,2026-05-26 13:04:00,boa,1
16031,11,precipitacao_horaria,2.04,mm,2026-05-26 13:00:00,2026-05-26 13:04:00,boa,1
16032,12,caudal_estimado,27.79,m3/s,2026-05-26 13:00:00,2026-05-26 13:00:00,boa,1
16033,13,nivel_agua_percentagem,37.65,%,2026-05-26 13:00:00,2026-05-26 13:02:00,boa,1
16034,14,precipitacao_horaria,2.04,mm,2026-05-26 13:00:00,2026-05-26 13:04:00,boa,1
16035,15,caudal_estimado,45.76,m3/s,2026-05-26 13:00:00,2026-05-26 13:00:00,boa,1
16036,16,nivel_agua_percentagem,38.73,%,2026-05-26 13:00:00,2026-05-26 13:01:00,boa,1
16037,17,precipitacao_horaria,2.04,mm,2026-05-26 13:00:00,2026-05-26 13:05:00,boa,1
16038,18,caudal_estimado,37.58,m3/s,2026-05-26 13:00:00,2026-05-26 13:00:00,boa,1
16039,19,nivel_agua_percentagem,33.71,%,2026-05-26 13:00:00,2026-05-26 13:00:00,boa,1
16040,20,precipitacao_horaria,0,mm,2026-05-26 13:00:00,2026-05-26 13:02:00,boa,1
16041,21,caudal_estimado,29.32,m3/s,2026-05-26 13:00:00,2026-05-26 13:00:00,boa,1
16042,22,nivel_agua_percentagem,32.51,%,2026-05-26 13:00:00,2026-05-26 13:00:00,boa,1
16043,23,precipitacao_horaria,0,mm,2026-05-26 13:00:00,2026-05-26 13:04:00,boa,1
16044,24,caudal_estimado,37.56,m3/s,2026-05-26 13:00:00,2026-05-26 13:03:00,boa,1
16045,25,nivel_agua_percentagem,30.12,%,2026-05-26 13:00:00,2026-05-26 13:05:00,boa,1
16046,26,precipitacao_horaria,0,mm,2026-05-26 13:00:00,2026-05-26 13:03:00,suspeita,0
16047,27,caudal_estimado,23.28,m3/s,2026-05-26 13:00:00,2026-05-26 13:02:00,boa,1
16048,28,nivel_agua_percentagem,51.96,%,2026-05-26 13:00:00,2026-05-26 13:01:00,boa,1
16049,29,precipitacao_horaria,1.34,mm,2026-05-26 13:00:00,2026-05-26 13:05:00,boa,1
16050,30,caudal_estimado,58.53,m3/s,2026-05-26 13:00:00,2026-05-26 13:02:00,boa,1
16051,31,nivel_agua_percentagem,57.8,%,2026-05-26 13:00:00,2026-05-26 13:02:00,boa,1
16052,32,precipitacao_horaria,1.34,mm,2026-05-26 13:00:00,2026-05-26 13:05:00,boa,1
16053,33,caudal_estimado,63.63,m3/s,2026-05-26 13:00:00,2026-05-26 13:05:00,boa,1
16054,34,nivel_agua_percentagem,50.31,%,2026-05-26 13:00:00,2026-05-26 13:04:00,boa,1
16055,35,precipitacao_horaria,1.34,mm,2026-05-26 13:00:00,2026-05-26 13:02:00,boa,1
16056,36,caudal_estimado,56.85,m3/s,2026-05-26 13:00:00,2026-05-26 13:05:00,boa,1
16057,1,nivel_agua_percentagem,42.45,%,2026-05-26 14:00:00,2026-05-26 14:05:00,boa,1
16058,2,precipitacao_horaria,4.15,mm,2026-05-26 14:00:00,2026-05-26 14:05:00,boa,1
16059,3,caudal_estimado,32.49,m3/s,2026-05-26 14:00:00,2026-05-26 14:05:00,boa,1
16060,4,nivel_agua_percentagem,40.91,%,2026-05-26 14:00:00,2026-05-26 14:01:00,boa,1
16061,5,precipitacao_horaria,4.15,mm,2026-05-26 14:00:00,2026-05-26 14:02:00,boa,1
16062,6,caudal_estimado,42.11,m3/s,2026-05-26 14:00:00,2026-05-26 14:01:00,boa,1
16063,7,nivel_agua_percentagem,39.74,%,2026-05-26 14:00:00,2026-05-26 14:04:00,boa,1
16064,8,precipitacao_horaria,4.15,mm,2026-05-26 14:00:00,2026-05-26 14:04:00,boa,1
16065,9,caudal_estimado,45.8,m3/s,2026-05-26 14:00:00,2026-05-26 14:00:00,boa,1
16066,10,nivel_agua_percentagem,31.77,%,2026-05-26 14:00:00,2026-05-26 14:01:00,boa,1
16067,11,precipitacao_horaria,0.36,mm,2026-05-26 14:00:00,2026-05-26 14:03:00,boa,1
16068,12,caudal_estimado,30.72,m3/s,2026-05-26 14:00:00,2026-05-26 14:05:00,boa,1
16069,13,nivel_agua_percentagem,41.77,%,2026-05-26 14:00:00,2026-05-26 14:05:00,boa,1
16070,14,precipitacao_horaria,0.36,mm,2026-05-26 14:00:00,2026-05-26 14:05:00,boa,1
16071,15,caudal_estimado,31.43,m3/s,2026-05-26 14:00:00,2026-05-26 14:00:00,boa,1
16072,16,nivel_agua_percentagem,37.24,%,2026-05-26 14:00:00,2026-05-26 14:03:00,boa,1
16073,17,precipitacao_horaria,0.36,mm,2026-05-26 14:00:00,2026-05-26 14:01:00,boa,1
16074,18,caudal_estimado,49.44,m3/s,2026-05-26 14:00:00,2026-05-26 14:03:00,boa,1
16075,19,nivel_agua_percentagem,30.02,%,2026-05-26 14:00:00,2026-05-26 14:04:00,boa,1
16076,20,precipitacao_horaria,0,mm,2026-05-26 14:00:00,2026-05-26 14:05:00,boa,1
16077,21,caudal_estimado,32.99,m3/s,2026-05-26 14:00:00,2026-05-26 14:02:00,boa,1
16078,22,nivel_agua_percentagem,32.12,%,2026-05-26 14:00:00,2026-05-26 14:05:00,boa,1
16079,23,precipitacao_horaria,0,mm,2026-05-26 14:00:00,2026-05-26 14:01:00,boa,1
16080,24,caudal_estimado,36.84,m3/s,2026-05-26 14:00:00,2026-05-26 14:05:00,boa,1
16081,25,nivel_agua_percentagem,34.49,%,2026-05-26 14:00:00,2026-05-26 14:01:00,boa,1
16082,26,precipitacao_horaria,0,mm,2026-05-26 14:00:00,2026-05-26 14:05:00,boa,1
16083,27,caudal_estimado,39.9,m3/s,2026-05-26 14:00:00,2026-05-26 14:05:00,boa,1
16084,28,nivel_agua_percentagem,55.56,%,2026-05-26 14:00:00,2026-05-26 14:03:00,boa,1
16085,29,precipitacao_horaria,0,mm,2026-05-26 14:00:00,2026-05-26 14:01:00,boa,1
16086,30,caudal_estimado,54.3,m3/s,2026-05-26 14:00:00,2026-05-26 14:04:00,boa,1
16087,31,nivel_agua_percentagem,49.6,%,2026-05-26 14:00:00,2026-05-26 14:03:00,boa,1
16088,32,precipitacao_horaria,0,mm,2026-05-26 14:00:00,2026-05-26 14:00:00,boa,1
16089,33,caudal_estimado,63.45,m3/s,2026-05-26 14:00:00,2026-05-26 14:05:00,boa,1
16090,34,nivel_agua_percentagem,51.51,%,2026-05-26 14:00:00,2026-05-26 14:01:00,boa,1
16091,35,precipitacao_horaria,0,mm,2026-05-26 14:00:00,2026-05-26 14:05:00,boa,1
16092,36,caudal_estimado,48.98,m3/s,2026-05-26 14:00:00,2026-05-26 14:05:00,boa,1
16093,1,nivel_agua_percentagem,59.69,%,2026-05-26 15:00:00,2026-05-26 15:00:00,boa,1
16094,2,precipitacao_horaria,24.9,mm,2026-05-26 15:00:00,2026-05-26 15:02:00,boa,1
16095,3,caudal_estimado,45.11,m3/s,2026-05-26 15:00:00,2026-05-26 15:05:00,boa,1
16096,4,nivel_agua_percentagem,69.55,%,2026-05-26 15:00:00,2026-05-26 15:03:00,boa,1
16097,5,precipitacao_horaria,24.9,mm,2026-05-26 15:00:00,2026-05-26 15:03:00,boa,1
16098,6,caudal_estimado,80.64,m3/s,2026-05-26 15:00:00,2026-05-26 15:04:00,boa,1
16099,7,nivel_agua_percentagem,53.2,%,2026-05-26 15:00:00,2026-05-26 15:00:00,boa,1
16100,8,precipitacao_horaria,24.9,mm,2026-05-26 15:00:00,2026-05-26 15:04:00,boa,1
16101,9,caudal_estimado,35.3,m3/s,2026-05-26 15:00:00,2026-05-26 15:01:00,boa,1
16102,10,nivel_agua_percentagem,42.88,%,2026-05-26 15:00:00,2026-05-26 15:04:00,boa,1
16103,11,precipitacao_horaria,3.56,mm,2026-05-26 15:00:00,2026-05-26 15:04:00,suspeita,0
16104,12,caudal_estimado,47.53,m3/s,2026-05-26 15:00:00,2026-05-26 15:01:00,boa,1
16105,13,nivel_agua_percentagem,42.61,%,2026-05-26 15:00:00,2026-05-26 15:02:00,boa,1
16106,14,precipitacao_horaria,3.56,mm,2026-05-26 15:00:00,2026-05-26 15:03:00,boa,1
16107,15,caudal_estimado,41.07,m3/s,2026-05-26 15:00:00,2026-05-26 15:00:00,boa,1
16108,16,nivel_agua_percentagem,41.17,%,2026-05-26 15:00:00,2026-05-26 15:01:00,boa,1
16109,17,precipitacao_horaria,3.56,mm,2026-05-26 15:00:00,2026-05-26 15:02:00,boa,1
16110,18,caudal_estimado,36.91,m3/s,2026-05-26 15:00:00,2026-05-26 15:05:00,boa,1
16111,19,nivel_agua_percentagem,25.71,%,2026-05-26 15:00:00,2026-05-26 15:00:00,suspeita,0
16112,20,precipitacao_horaria,0,mm,2026-05-26 15:00:00,2026-05-26 15:04:00,boa,1
16113,21,caudal_estimado,16.02,m3/s,2026-05-26 15:00:00,2026-05-26 15:00:00,boa,1
16114,22,nivel_agua_percentagem,34.95,%,2026-05-26 15:00:00,2026-05-26 15:04:00,boa,1
16115,23,precipitacao_horaria,0,mm,2026-05-26 15:00:00,2026-05-26 15:05:00,boa,1
16116,24,caudal_estimado,36.99,m3/s,2026-05-26 15:00:00,2026-05-26 15:01:00,boa,1
16117,25,nivel_agua_percentagem,33.56,%,2026-05-26 15:00:00,2026-05-26 15:01:00,boa,1
16118,26,precipitacao_horaria,0,mm,2026-05-26 15:00:00,2026-05-26 15:01:00,boa,1
16119,27,caudal_estimado,32.15,m3/s,2026-05-26 15:00:00,2026-05-26 15:03:00,boa,1
16120,28,nivel_agua_percentagem,57.46,%,2026-05-26 15:00:00,2026-05-26 15:02:00,boa,1
16121,29,precipitacao_horaria,1.12,mm,2026-05-26 15:00:00,2026-05-26 15:02:00,boa,1
16122,30,caudal_estimado,57.73,m3/s,2026-05-26 15:00:00,2026-05-26 15:04:00,boa,1
16123,31,nivel_agua_percentagem,58.62,%,2026-05-26 15:00:00,2026-05-26 15:03:00,boa,1
16124,32,precipitacao_horaria,1.12,mm,2026-05-26 15:00:00,2026-05-26 15:02:00,boa,1
16125,33,caudal_estimado,51.51,m3/s,2026-05-26 15:00:00,2026-05-26 15:03:00,boa,1
16126,34,nivel_agua_percentagem,53.67,%,2026-05-26 15:00:00,2026-05-26 15:04:00,boa,1
16127,35,precipitacao_horaria,1.12,mm,2026-05-26 15:00:00,2026-05-26 15:05:00,boa,1
16128,36,caudal_estimado,70.07,m3/s,2026-05-26 15:00:00,2026-05-26 15:04:00,boa,1
16129,1,nivel_agua_percentagem,63.05,%,2026-05-26 16:00:00,2026-05-26 16:02:00,boa,1
16130,2,precipitacao_horaria,0.06,mm,2026-05-26 16:00:00,2026-05-26 16:04:00,boa,1
16131,3,caudal_estimado,46.75,m3/s,2026-05-26 16:00:00,2026-05-26 16:04:00,boa,1
16132,4,nivel_agua_percentagem,63.47,%,2026-05-26 16:00:00,2026-05-26 16:05:00,boa,1
16133,5,precipitacao_horaria,0.06,mm,2026-05-26 16:00:00,2026-05-26 16:02:00,boa,1
16134,6,caudal_estimado,75.54,m3/s,2026-05-26 16:00:00,2026-05-26 16:05:00,boa,1
16135,7,nivel_agua_percentagem,56.74,%,2026-05-26 16:00:00,2026-05-26 16:04:00,boa,1
16136,8,precipitacao_horaria,0.06,mm,2026-05-26 16:00:00,2026-05-26 16:00:00,boa,1
16137,9,caudal_estimado,54.24,m3/s,2026-05-26 16:00:00,2026-05-26 16:00:00,boa,1
16138,10,nivel_agua_percentagem,41.37,%,2026-05-26 16:00:00,2026-05-26 16:02:00,boa,1
16139,11,precipitacao_horaria,0.64,mm,2026-05-26 16:00:00,2026-05-26 16:00:00,suspeita,0
16140,12,caudal_estimado,27.59,m3/s,2026-05-26 16:00:00,2026-05-26 16:02:00,boa,1
16141,13,nivel_agua_percentagem,42.64,%,2026-05-26 16:00:00,2026-05-26 16:04:00,suspeita,0
16142,14,precipitacao_horaria,0.64,mm,2026-05-26 16:00:00,2026-05-26 16:05:00,boa,1
16143,15,caudal_estimado,40.17,m3/s,2026-05-26 16:00:00,2026-05-26 16:00:00,suspeita,0
16144,16,nivel_agua_percentagem,35.82,%,2026-05-26 16:00:00,2026-05-26 16:03:00,boa,1
16145,17,precipitacao_horaria,0.64,mm,2026-05-26 16:00:00,2026-05-26 16:01:00,boa,1
16146,18,caudal_estimado,26.02,m3/s,2026-05-26 16:00:00,2026-05-26 16:04:00,boa,1
16147,19,nivel_agua_percentagem,35.76,%,2026-05-26 16:00:00,2026-05-26 16:02:00,boa,1
16148,20,precipitacao_horaria,0.99,mm,2026-05-26 16:00:00,2026-05-26 16:03:00,boa,1
16149,21,caudal_estimado,22.35,m3/s,2026-05-26 16:00:00,2026-05-26 16:05:00,boa,1
16150,22,nivel_agua_percentagem,38,%,2026-05-26 16:00:00,2026-05-26 16:02:00,boa,1
16151,23,precipitacao_horaria,0.99,mm,2026-05-26 16:00:00,2026-05-26 16:04:00,boa,1
16152,24,caudal_estimado,40.41,m3/s,2026-05-26 16:00:00,2026-05-26 16:04:00,boa,1
16153,25,nivel_agua_percentagem,31.47,%,2026-05-26 16:00:00,2026-05-26 16:00:00,boa,1
16154,26,precipitacao_horaria,0.99,mm,2026-05-26 16:00:00,2026-05-26 16:05:00,boa,1
16155,27,caudal_estimado,20.67,m3/s,2026-05-26 16:00:00,2026-05-26 16:03:00,boa,1
16156,28,nivel_agua_percentagem,59.96,%,2026-05-26 16:00:00,2026-05-26 16:04:00,boa,1
16157,29,precipitacao_horaria,0,mm,2026-05-26 16:00:00,2026-05-26 16:02:00,suspeita,0
16158,30,caudal_estimado,37.34,m3/s,2026-05-26 16:00:00,2026-05-26 16:02:00,boa,1
16159,31,nivel_agua_percentagem,52.14,%,2026-05-26 16:00:00,2026-05-26 16:05:00,boa,1
16160,32,precipitacao_horaria,0,mm,2026-05-26 16:00:00,2026-05-26 16:05:00,boa,1
16161,33,caudal_estimado,46.58,m3/s,2026-05-26 16:00:00,2026-05-26 16:03:00,boa,1
16162,34,nivel_agua_percentagem,52.39,%,2026-05-26 16:00:00,2026-05-26 16:01:00,boa,1
16163,35,precipitacao_horaria,0,mm,2026-05-26 16:00:00,2026-05-26 16:02:00,boa,1
16164,36,caudal_estimado,48.56,m3/s,2026-05-26 16:00:00,2026-05-26 16:00:00,suspeita,0
16165,1,nivel_agua_percentagem,64.5,%,2026-05-26 17:00:00,2026-05-26 17:01:00,boa,1
16166,2,precipitacao_horaria,1.78,mm,2026-05-26 17:00:00,2026-05-26 17:05:00,boa,1
16167,3,caudal_estimado,56.73,m3/s,2026-05-26 17:00:00,2026-05-26 17:02:00,boa,1
16168,4,nivel_agua_percentagem,60.16,%,2026-05-26 17:00:00,2026-05-26 17:00:00,boa,1
16169,5,precipitacao_horaria,1.78,mm,2026-05-26 17:00:00,2026-05-26 17:04:00,boa,1
16170,6,caudal_estimado,36.45,m3/s,2026-05-26 17:00:00,2026-05-26 17:02:00,suspeita,0
16171,7,nivel_agua_percentagem,63.61,%,2026-05-26 17:00:00,2026-05-26 17:00:00,boa,1
16172,8,precipitacao_horaria,1.78,mm,2026-05-26 17:00:00,2026-05-26 17:00:00,boa,1
16173,9,caudal_estimado,79.78,m3/s,2026-05-26 17:00:00,2026-05-26 17:00:00,boa,1
16174,10,nivel_agua_percentagem,41.21,%,2026-05-26 17:00:00,2026-05-26 17:05:00,boa,1
16175,11,precipitacao_horaria,1.59,mm,2026-05-26 17:00:00,2026-05-26 17:05:00,boa,1
16176,12,caudal_estimado,48.35,m3/s,2026-05-26 17:00:00,2026-05-26 17:01:00,boa,1
16177,13,nivel_agua_percentagem,41.42,%,2026-05-26 17:00:00,2026-05-26 17:03:00,suspeita,0
16178,14,precipitacao_horaria,1.59,mm,2026-05-26 17:00:00,2026-05-26 17:02:00,boa,1
16179,15,caudal_estimado,29.11,m3/s,2026-05-26 17:00:00,2026-05-26 17:03:00,suspeita,0
16180,16,nivel_agua_percentagem,44.71,%,2026-05-26 17:00:00,2026-05-26 17:02:00,boa,1
16181,17,precipitacao_horaria,1.59,mm,2026-05-26 17:00:00,2026-05-26 17:04:00,boa,1
16182,18,caudal_estimado,46.07,m3/s,2026-05-26 17:00:00,2026-05-26 17:02:00,boa,1
16183,19,nivel_agua_percentagem,34.69,%,2026-05-26 17:00:00,2026-05-26 17:04:00,boa,1
16184,20,precipitacao_horaria,0,mm,2026-05-26 17:00:00,2026-05-26 17:00:00,boa,1
16185,21,caudal_estimado,45.87,m3/s,2026-05-26 17:00:00,2026-05-26 17:00:00,boa,1
16186,22,nivel_agua_percentagem,36.05,%,2026-05-26 17:00:00,2026-05-26 17:00:00,boa,1
16187,23,precipitacao_horaria,0,mm,2026-05-26 17:00:00,2026-05-26 17:01:00,boa,1
16188,24,caudal_estimado,47.16,m3/s,2026-05-26 17:00:00,2026-05-26 17:02:00,boa,1
16189,25,nivel_agua_percentagem,35.22,%,2026-05-26 17:00:00,2026-05-26 17:00:00,boa,1
16190,26,precipitacao_horaria,0,mm,2026-05-26 17:00:00,2026-05-26 17:00:00,boa,1
16191,27,caudal_estimado,22.17,m3/s,2026-05-26 17:00:00,2026-05-26 17:04:00,boa,1
16192,28,nivel_agua_percentagem,75.02,%,2026-05-26 17:00:00,2026-05-26 17:05:00,boa,1
16193,29,precipitacao_horaria,30.6,mm,2026-05-26 17:00:00,2026-05-26 17:01:00,boa,1
16194,30,caudal_estimado,72.08,m3/s,2026-05-26 17:00:00,2026-05-26 17:03:00,boa,1
16195,31,nivel_agua_percentagem,71.79,%,2026-05-26 17:00:00,2026-05-26 17:01:00,boa,1
16196,32,precipitacao_horaria,30.6,mm,2026-05-26 17:00:00,2026-05-26 17:04:00,suspeita,0
16197,33,caudal_estimado,53.67,m3/s,2026-05-26 17:00:00,2026-05-26 17:03:00,boa,1
16198,34,nivel_agua_percentagem,82.76,%,2026-05-26 17:00:00,2026-05-26 17:01:00,boa,1
16199,35,precipitacao_horaria,30.6,mm,2026-05-26 17:00:00,2026-05-26 17:04:00,boa,1
16200,36,caudal_estimado,97.81,m3/s,2026-05-26 17:00:00,2026-05-26 17:00:00,boa,1
16201,1,nivel_agua_percentagem,67.26,%,2026-05-26 18:00:00,2026-05-26 18:03:00,boa,1
16202,2,precipitacao_horaria,1.47,mm,2026-05-26 18:00:00,2026-05-26 18:04:00,boa,1
16203,3,caudal_estimado,85.2,m3/s,2026-05-26 18:00:00,2026-05-26 18:01:00,boa,1
