idalerta,idplano_acao,estado,responsavel,data_inicio,data_conclusao,observacoes
947,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
948,1,concluido,Operador Municipal,2026-05-22 04:18:00,2026-05-22 06:27:00,
948,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
948,4,concluido,Operador Municipal,2026-05-22 04:16:00,2026-05-22 06:57:00,
949,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
949,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
949,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
950,3,concluido,Operador Municipal,2026-05-22 04:14:00,2026-05-22 05:35:00,
950,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
950,6,concluido,Operador Municipal,2026-05-22 04:22:00,2026-05-22 06:21:00,
951,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
951,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
951,4,em_execucao,Operador Municipal,2026-05-22 04:26:00,,
952,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
952,6,em_execucao,Operador Municipal,2026-05-22 05:12:00,,
952,7,pendente,Operador Municipal,,,Ação ainda não iniciada.
952,8,em_execucao,Operador Municipal,2026-05-22 05:09:00,,
953,3,concluido,Operador Municipal,2026-05-22 05:09:00,2026-05-22 05:50:00,
953,5,concluido,Operador Municipal,2026-05-22 05:23:00,2026-05-22 06:36:00,
953,6,em_execucao,Operador Municipal,2026-05-22 05:22:00,,
954,5,em_execucao,Operador Municipal,2026-05-22 05:21:00,,
954,6,em_execucao,Operador Municipal,2026-05-22 05:30:00,,
954,7,em_execucao,Operador Municipal,2026-05-22 05:17:00,,
954,8,em_execucao,Operador Municipal,2026-05-22 05:18:00,,
955,5,em_execucao,Operador Municipal,2026-05-22 06:09:00,,
955,6,em_execucao,Operador Municipal,2026-05-22 06:10:00,,
955,7,concluido,Operador Municipal,2026-05-22 06:11:00,2026-05-22 08:27:00,
955,8,em_execucao,Operador Municipal,2026-05-22 06:24:00,,
956,3,concluido,Operador Municipal,2026-05-22 06:18:00,2026-05-22 07:25:00,
956,5,em_execucao,Operador Municipal,2026-05-22 06:21:00,,
956,6,concluido,Operador Municipal,2026-05-22 06:19:00,2026-05-22 07:29:00,
957,5,concluido,Operador Municipal,2026-05-22 06:19:00,2026-05-22 08:33:00,
957,6,em_execucao,Operador Municipal,2026-05-22 06:27:00,,
957,7,pendente,Operador Municipal,,,Ação ainda não iniciada.
957,8,concluido,Operador Municipal,2026-05-22 06:26:00,2026-05-22 07:59:00,
958,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
958,6,em_execucao,Operador Municipal,2026-05-22 07:13:00,,
958,7,em_execucao,Operador Municipal,2026-05-22 07:05:00,,
958,8,em_execucao,Operador Municipal,2026-05-22 07:15:00,,
959,3,em_execucao,Operador Municipal,2026-05-22 07:21:00,,
959,5,concluido,Operador Municipal,2026-05-22 07:21:00,2026-05-22 08:05:00,
959,6,em_execucao,Operador Municipal,2026-05-22 07:21:00,,
960,5,em_execucao,Operador Municipal,2026-05-22 07:12:00,,
960,6,concluido,Operador Municipal,2026-05-22 07:08:00,2026-05-22 08:52:00,
960,7,em_execucao,Operador Municipal,2026-05-22 07:05:00,,
960,8,em_execucao,Operador Municipal,2026-05-22 07:17:00,,
961,5,concluido,Operador Municipal,2026-05-22 08:22:00,2026-05-22 11:22:00,
961,6,em_execucao,Operador Municipal,2026-05-22 08:18:00,,
961,7,concluido,Operador Municipal,2026-05-22 08:24:00,2026-05-22 09:11:00,
961,8,em_execucao,Operador Municipal,2026-05-22 08:25:00,,
962,3,em_execucao,Operador Municipal,2026-05-22 08:12:00,,
962,5,concluido,Operador Municipal,2026-05-22 08:13:00,2026-05-22 09:28:00,
962,6,concluido,Operador Municipal,2026-05-22 08:13:00,2026-05-22 09:17:00,
963,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
963,3,em_execucao,Operador Municipal,2026-05-22 08:28:00,,
963,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
964,5,concluido,Operador Municipal,2026-05-22 09:14:00,2026-05-22 10:30:00,
964,6,em_execucao,Operador Municipal,2026-05-22 09:23:00,,
964,7,em_execucao,Operador Municipal,2026-05-22 09:19:00,,
964,8,concluido,Operador Municipal,2026-05-22 09:10:00,2026-05-22 09:41:00,
965,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
965,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
965,6,em_execucao,Operador Municipal,2026-05-22 09:21:00,,
966,3,em_execucao,Operador Municipal,2026-05-22 09:09:00,,
966,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
966,6,em_execucao,Operador Municipal,2026-05-22 09:30:00,,
967,5,em_execucao,Operador Municipal,2026-05-22 10:15:00,,
967,6,em_execucao,Operador Municipal,2026-05-22 10:11:00,,
967,7,pendente,Operador Municipal,,,Ação ainda não iniciada.
967,8,em_execucao,Operador Municipal,2026-05-22 10:11:00,,
968,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
968,3,concluido,Operador Municipal,2026-05-22 10:11:00,2026-05-22 11:28:00,
968,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
969,3,concluido,Operador Municipal,2026-05-22 10:11:00,2026-05-22 12:48:00,
969,5,concluido,Operador Municipal,2026-05-22 10:25:00,2026-05-22 12:07:00,
969,6,em_execucao,Operador Municipal,2026-05-22 10:14:00,,
970,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
970,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
970,4,concluido,Operador Municipal,2026-05-22 11:07:00,2026-05-22 12:30:00,
971,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
971,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
971,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
972,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
972,3,concluido,Operador Municipal,2026-05-22 11:11:00,2026-05-22 13:36:00,
972,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
973,3,em_execucao,Operador Municipal,2026-05-22 12:18:00,,
973,5,concluido,Operador Municipal,2026-05-22 12:06:00,2026-05-22 14:45:00,
973,6,concluido,Operador Municipal,2026-05-22 12:13:00,2026-05-22 12:58:00,
974,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
974,5,concluido,Operador Municipal,2026-05-22 12:07:00,2026-05-22 14:22:00,
974,6,em_execucao,Operador Municipal,2026-05-22 12:08:00,,
975,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
975,5,concluido,Operador Municipal,2026-05-22 13:29:00,2026-05-22 16:11:00,
975,6,em_execucao,Operador Municipal,2026-05-22 13:08:00,,
976,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
976,6,concluido,Operador Municipal,2026-05-22 13:23:00,2026-05-22 14:25:00,
976,7,em_execucao,Operador Municipal,2026-05-22 13:28:00,,
976,8,concluido,Operador Municipal,2026-05-22 13:10:00,2026-05-22 15:51:00,
977,3,concluido,Operador Municipal,2026-05-22 13:27:00,2026-05-22 15:34:00,
977,5,concluido,Operador Municipal,2026-05-22 13:18:00,2026-05-22 14:37:00,
977,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
978,1,em_execucao,Operador Municipal,2026-05-22 13:05:00,,
978,2,em_execucao,Operador Municipal,2026-05-22 13:08:00,,
979,3,concluido,Operador Municipal,2026-05-22 14:20:00,2026-05-22 16:29:00,
979,5,em_execucao,Operador Municipal,2026-05-22 14:11:00,,
979,6,em_execucao,Operador Municipal,2026-05-22 14:30:00,,
980,5,concluido,Operador Municipal,2026-05-22 14:23:00,2026-05-22 15:16:00,
980,6,em_execucao,Operador Municipal,2026-05-22 14:28:00,,
980,7,em_execucao,Operador Municipal,2026-05-22 14:24:00,,
980,8,em_execucao,Operador Municipal,2026-05-22 14:21:00,,
981,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
981,5,em_execucao,Operador Municipal,2026-05-22 14:13:00,,
981,6,concluido,Operador Municipal,2026-05-22 14:14:00,2026-05-22 17:08:00,
982,3,concluido,Operador Municipal,2026-05-22 15:24:00,2026-05-22 16:03:00,
982,5,em_execucao,Operador Municipal,2026-05-22 15:22:00,,
982,6,em_execucao,Operador Municipal,2026-05-22 15:15:00,,
983,5,em_execucao,Operador Municipal,2026-05-22 15:13:00,,
983,6,em_execucao,Operador Municipal,2026-05-22 15:14:00,,
983,7,em_execucao,Operador Municipal,2026-05-22 15:20:00,,
983,8,em_execucao,Operador Municipal,2026-05-22 15:11:00,,
984,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
984,3,concluido,Operador Municipal,2026-05-22 15:15:00,2026-05-22 16:26:00,
984,4,concluido,Operador Municipal,2026-05-22 15:30:00,2026-05-22 17:56:00,
985,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
985,2,pendente,Operador Municipal,,,Ação ainda não iniciada.
986,3,em_execucao,Operador Municipal,2026-05-22 16:13:00,,
986,5,concluido,Operador Municipal,2026-05-22 16:13:00,2026-05-22 19:03:00,
986,6,em_execucao,Operador Municipal,2026-05-22 16:08:00,,
987,5,concluido,Operador Municipal,2026-05-22 16:30:00,2026-05-22 17:44:00,
987,6,concluido,Operador Municipal,2026-05-22 16:24:00,2026-05-22 18:43:00,
987,7,em_execucao,Operador Municipal,2026-05-22 16:30:00,,
987,8,pendente,Operador Municipal,,,Ação ainda não iniciada.
988,1,em_execucao,Operador Municipal,2026-05-22 16:18:00,,
988,3,em_execucao,Operador Municipal,2026-05-22 16:26:00,,
988,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
989,1,em_execucao,Operador Municipal,2026-05-22 16:20:00,,
989,3,concluido,Operador Municipal,2026-05-22 16:08:00,2026-05-22 16:42:00,
989,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
990,5,concluido,Operador Municipal,2026-05-22 17:16:00,2026-05-22 18:23:00,
990,6,concluido,Operador Municipal,2026-05-22 17:10:00,2026-05-22 19:41:00,
990,7,em_execucao,Operador Municipal,2026-05-22 17:17:00,,
990,8,em_execucao,Operador Municipal,2026-05-22 17:23:00,,
991,5,concluido,Operador Municipal,2026-05-22 17:08:00,2026-05-22 18:33:00,
991,6,concluido,Operador Municipal,2026-05-22 17:26:00,2026-05-22 19:06:00,
991,7,pendente,Operador Municipal,,,Ação ainda não iniciada.
991,8,concluido,Operador Municipal,2026-05-22 17:06:00,2026-05-22 19:45:00,
992,3,concluido,Operador Municipal,2026-05-22 17:19:00,2026-05-22 20:18:00,
992,5,em_execucao,Operador Municipal,2026-05-22 17:09:00,,
992,6,em_execucao,Operador Municipal,2026-05-22 17:21:00,,
993,3,em_execucao,Operador Municipal,2026-05-22 17:10:00,,
993,5,em_execucao,Operador Municipal,2026-05-22 17:08:00,,
993,6,concluido,Operador Municipal,2026-05-22 17:22:00,2026-05-22 17:59:00,
994,5,concluido,Operador Municipal,2026-05-22 18:15:00,2026-05-22 21:15:00,
994,6,em_execucao,Operador Municipal,2026-05-22 18:24:00,,
994,7,concluido,Operador Municipal,2026-05-22 18:10:00,2026-05-22 20:07:00,
994,8,em_execucao,Operador Municipal,2026-05-22 18:05:00,,
995,5,em_execucao,Operador Municipal,2026-05-22 18:18:00,,
995,6,concluido,Operador Municipal,2026-05-22 18:10:00,2026-05-22 20:47:00,
995,7,concluido,Operador Municipal,2026-05-22 18:09:00,2026-05-22 20:56:00,
995,8,em_execucao,Operador Municipal,2026-05-22 18:18:00,,
996,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
996,5,concluido,Operador Municipal,2026-05-22 18:27:00,2026-05-22 20:20:00,
996,6,em_execucao,Operador Municipal,2026-05-22 18:21:00,,
997,3,em_execucao,Operador Municipal,2026-05-22 18:08:00,,
997,5,em_execucao,Operador Municipal,2026-05-22 18:27:00,,
997,6,concluido,Operador Municipal,2026-05-22 18:18:00,2026-05-22 19:04:00,
998,5,concluido,Operador Municipal,2026-05-22 19:23:00,2026-05-22 21:15:00,
998,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
998,7,em_execucao,Operador Municipal,2026-05-22 19:08:00,,
998,8,em_execucao,Operador Municipal,2026-05-22 19:06:00,,
999,5,em_execucao,Operador Municipal,2026-05-22 19:20:00,,
999,6,concluido,Operador Municipal,2026-05-22 19:06:00,2026-05-22 21:01:00,
999,7,em_execucao,Operador Municipal,2026-05-22 19:18:00,,
999,8,concluido,Operador Municipal,2026-05-22 19:07:00,2026-05-22 22:04:00,
1000,1,concluido,Operador Municipal,2026-05-22 19:19:00,2026-05-22 21:43:00,
1000,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1000,4,em_execucao,Operador Municipal,2026-05-22 19:18:00,,
1001,3,concluido,Operador Municipal,2026-05-22 20:25:00,2026-05-22 23:18:00,
1001,5,em_execucao,Operador Municipal,2026-05-22 20:17:00,,
1001,6,em_execucao,Operador Municipal,2026-05-22 20:15:00,,
1002,1,concluido,Operador Municipal,2026-05-22 20:18:00,2026-05-22 21:46:00,
1002,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1002,4,em_execucao,Operador Municipal,2026-05-22 20:13:00,,
1003,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1003,3,em_execucao,Operador Municipal,2026-05-22 20:22:00,,
1003,4,em_execucao,Operador Municipal,2026-05-22 20:14:00,,
1004,3,concluido,Operador Municipal,2026-05-22 21:14:00,2026-05-22 21:59:00,
1004,5,em_execucao,Operador Municipal,2026-05-22 21:23:00,,
1004,6,concluido,Operador Municipal,2026-05-22 21:09:00,2026-05-23 00:08:00,
1005,3,concluido,Operador Municipal,2026-05-22 21:23:00,2026-05-22 22:30:00,
1005,5,em_execucao,Operador Municipal,2026-05-22 21:09:00,,
1005,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
1006,1,concluido,Operador Municipal,2026-05-22 21:16:00,2026-05-22 22:38:00,
1006,3,concluido,Operador Municipal,2026-05-22 21:17:00,2026-05-22 22:03:00,
1006,4,concluido,Operador Municipal,2026-05-22 21:15:00,2026-05-22 23:44:00,
1007,5,em_execucao,Operador Municipal,2026-05-22 22:11:00,,
1007,6,concluido,Operador Municipal,2026-05-22 22:20:00,2026-05-22 22:53:00,
1007,7,concluido,Operador Municipal,2026-05-22 22:29:00,2026-05-22 23:17:00,
1007,8,em_execucao,Operador Municipal,2026-05-22 22:12:00,,
1008,5,em_execucao,Operador Municipal,2026-05-22 22:16:00,,
1008,6,em_execucao,Operador Municipal,2026-05-22 22:15:00,,
1008,7,concluido,Operador Municipal,2026-05-22 22:26:00,2026-05-23 00:28:00,
1008,8,em_execucao,Operador Municipal,2026-05-22 22:07:00,,
1009,1,em_execucao,Operador Municipal,2026-05-22 22:27:00,,
1009,3,em_execucao,Operador Municipal,2026-05-22 22:26:00,,
1009,4,concluido,Operador Municipal,2026-05-22 22:20:00,2026-05-23 00:06:00,
1010,3,concluido,Operador Municipal,2026-05-22 22:13:00,2026-05-22 23:21:00,
1010,5,em_execucao,Operador Municipal,2026-05-22 22:08:00,,
1010,6,concluido,Operador Municipal,2026-05-22 22:26:00,2026-05-22 23:30:00,
1011,1,concluido,Operador Municipal,2026-05-22 23:11:00,2026-05-23 00:16:00,
1011,3,concluido,Operador Municipal,2026-05-22 23:30:00,2026-05-23 01:07:00,
1011,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1012,5,em_execucao,Operador Municipal,2026-05-22 23:11:00,,
1012,6,concluido,Operador Municipal,2026-05-22 23:28:00,2026-05-23 01:45:00,
1012,7,concluido,Operador Municipal,2026-05-22 23:10:00,2026-05-23 01:43:00,
1012,8,em_execucao,Operador Municipal,2026-05-22 23:15:00,,
1013,1,concluido,Operador Municipal,2026-05-22 23:06:00,2026-05-23 00:10:00,
1013,3,em_execucao,Operador Municipal,2026-05-22 23:09:00,,
1013,4,em_execucao,Operador Municipal,2026-05-22 23:28:00,,
1014,5,em_execucao,Operador Municipal,2026-05-23 00:10:00,,
1014,6,concluido,Operador Municipal,2026-05-23 00:13:00,2026-05-23 01:14:00,
1014,7,em_execucao,Operador Municipal,2026-05-23 00:15:00,,
1014,8,concluido,Operador Municipal,2026-05-23 00:19:00,2026-05-23 02:38:00,
1015,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1015,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1015,4,em_execucao,Operador Municipal,2026-05-23 00:11:00,,
1016,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1016,2,concluido,Operador Municipal,2026-05-23 00:26:00,2026-05-23 02:18:00,
1017,5,concluido,Operador Municipal,2026-05-23 01:22:00,2026-05-23 03:23:00,
1017,6,em_execucao,Operador Municipal,2026-05-23 01:14:00,,
1017,7,em_execucao,Operador Municipal,2026-05-23 01:11:00,,
1017,8,concluido,Operador Municipal,2026-05-23 01:20:00,2026-05-23 02:08:00,
1018,5,em_execucao,Operador Municipal,2026-05-23 01:11:00,,
1018,6,concluido,Operador Municipal,2026-05-23 01:17:00,2026-05-23 02:40:00,
1018,7,pendente,Operador Municipal,,,Ação ainda não iniciada.
1018,8,em_execucao,Operador Municipal,2026-05-23 01:24:00,,
1019,5,em_execucao,Operador Municipal,2026-05-23 02:12:00,,
1019,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
1019,7,em_execucao,Operador Municipal,2026-05-23 02:24:00,,
1019,8,concluido,Operador Municipal,2026-05-23 02:18:00,2026-05-23 04:11:00,
1020,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1020,6,em_execucao,Operador Municipal,2026-05-23 02:26:00,,
1020,7,em_execucao,Operador Municipal,2026-05-23 02:18:00,,
1020,8,concluido,Operador Municipal,2026-05-23 02:06:00,2026-05-23 04:08:00,
1021,1,em_execucao,Operador Municipal,2026-05-23 02:07:00,,
1021,3,concluido,Operador Municipal,2026-05-23 02:19:00,2026-05-23 04:11:00,
1021,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1022,1,concluido,Operador Municipal,2026-05-23 02:07:00,2026-05-23 04:02:00,
1022,3,em_execucao,Operador Municipal,2026-05-23 02:10:00,,
1022,4,concluido,Operador Municipal,2026-05-23 02:17:00,2026-05-23 04:28:00,
1023,5,concluido,Operador Municipal,2026-05-23 03:27:00,2026-05-23 05:26:00,
1023,6,concluido,Operador Municipal,2026-05-23 03:18:00,2026-05-23 05:05:00,
1023,7,em_execucao,Operador Municipal,2026-05-23 03:09:00,,
1023,8,em_execucao,Operador Municipal,2026-05-23 03:18:00,,
1024,5,concluido,Operador Municipal,2026-05-23 03:15:00,2026-05-23 03:49:00,
1024,6,em_execucao,Operador Municipal,2026-05-23 03:23:00,,
1024,7,em_execucao,Operador Municipal,2026-05-23 03:16:00,,
1024,8,concluido,Operador Municipal,2026-05-23 03:24:00,2026-05-23 06:11:00,
1025,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1025,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1025,4,concluido,Operador Municipal,2026-05-23 03:26:00,2026-05-23 05:10:00,
1026,5,em_execucao,Operador Municipal,2026-05-23 04:28:00,,
1026,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
1026,7,em_execucao,Operador Municipal,2026-05-23 04:10:00,,
1026,8,concluido,Operador Municipal,2026-05-23 04:14:00,2026-05-23 06:02:00,
1027,1,em_execucao,Operador Municipal,2026-05-23 04:20:00,,
1027,3,concluido,Operador Municipal,2026-05-23 04:06:00,2026-05-23 05:16:00,
1027,4,em_execucao,Operador Municipal,2026-05-23 04:08:00,,
1028,3,em_execucao,Operador Municipal,2026-05-23 04:20:00,,
1028,5,em_execucao,Operador Municipal,2026-05-23 04:06:00,,
1028,6,concluido,Operador Municipal,2026-05-23 04:07:00,2026-05-23 06:47:00,
1029,5,em_execucao,Operador Municipal,2026-05-23 05:20:00,,
1029,6,em_execucao,Operador Municipal,2026-05-23 05:21:00,,
1029,7,concluido,Operador Municipal,2026-05-23 05:17:00,2026-05-23 07:39:00,
1029,8,em_execucao,Operador Municipal,2026-05-23 05:21:00,,
1030,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1030,3,concluido,Operador Municipal,2026-05-23 05:26:00,2026-05-23 07:29:00,
1030,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1031,3,concluido,Operador Municipal,2026-05-23 05:23:00,2026-05-23 08:08:00,
1031,5,em_execucao,Operador Municipal,2026-05-23 05:14:00,,
1031,6,concluido,Operador Municipal,2026-05-23 05:19:00,2026-05-23 07:35:00,
1032,5,concluido,Operador Municipal,2026-05-23 06:16:00,2026-05-23 07:41:00,
1032,6,concluido,Operador Municipal,2026-05-23 06:23:00,2026-05-23 07:38:00,
1032,7,pendente,Operador Municipal,,,Ação ainda não iniciada.
1032,8,pendente,Operador Municipal,,,Ação ainda não iniciada.
1033,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1033,3,concluido,Operador Municipal,2026-05-23 06:23:00,2026-05-23 06:55:00,
1033,4,concluido,Operador Municipal,2026-05-23 06:12:00,2026-05-23 07:10:00,
1034,3,em_execucao,Operador Municipal,2026-05-23 06:19:00,,
1034,5,em_execucao,Operador Municipal,2026-05-23 06:22:00,,
1034,6,concluido,Operador Municipal,2026-05-23 06:10:00,2026-05-23 07:25:00,
1035,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1035,5,em_execucao,Operador Municipal,2026-05-23 07:29:00,,
1035,6,em_execucao,Operador Municipal,2026-05-23 07:14:00,,
1036,3,concluido,Operador Municipal,2026-05-23 07:16:00,2026-05-23 09:32:00,
1036,5,concluido,Operador Municipal,2026-05-23 07:29:00,2026-05-23 10:27:00,
1036,6,em_execucao,Operador Municipal,2026-05-23 07:23:00,,
1037,3,em_execucao,Operador Municipal,2026-05-23 08:09:00,,
1037,5,concluido,Operador Municipal,2026-05-23 08:12:00,2026-05-23 09:13:00,
1037,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
1038,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1038,3,concluido,Operador Municipal,2026-05-23 08:20:00,2026-05-23 09:13:00,
1038,4,concluido,Operador Municipal,2026-05-23 08:27:00,2026-05-23 10:04:00,
1039,1,em_execucao,Operador Municipal,2026-05-23 08:05:00,,
1039,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1039,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1040,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1040,5,em_execucao,Operador Municipal,2026-05-23 08:17:00,,
1040,6,concluido,Operador Municipal,2026-05-23 08:24:00,2026-05-23 09:13:00,
1041,3,em_execucao,Operador Municipal,2026-05-23 09:24:00,,
1041,5,em_execucao,Operador Municipal,2026-05-23 09:09:00,,
1041,6,em_execucao,Operador Municipal,2026-05-23 09:08:00,,
1042,3,em_execucao,Operador Municipal,2026-05-23 09:18:00,,
1042,5,em_execucao,Operador Municipal,2026-05-23 09:08:00,,
1042,6,em_execucao,Operador Municipal,2026-05-23 09:20:00,,
1043,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1043,3,em_execucao,Operador Municipal,2026-05-23 10:10:00,,
1043,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1044,5,concluido,Operador Municipal,2026-05-23 10:25:00,2026-05-23 13:04:00,
1044,6,concluido,Operador Municipal,2026-05-23 10:14:00,2026-05-23 11:02:00,
1044,7,concluido,Operador Municipal,2026-05-23 10:19:00,2026-05-23 11:46:00,
1044,8,em_execucao,Operador Municipal,2026-05-23 10:10:00,,
1045,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1045,2,em_execucao,Operador Municipal,2026-05-23 11:10:00,,
1046,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1046,5,concluido,Operador Municipal,2026-05-23 11:25:00,2026-05-23 13:28:00,
1046,6,concluido,Operador Municipal,2026-05-23 11:19:00,2026-05-23 12:28:00,
1047,1,em_execucao,Operador Municipal,2026-05-23 12:25:00,,
1047,3,concluido,Operador Municipal,2026-05-23 12:28:00,2026-05-23 13:20:00,
1047,4,concluido,Operador Municipal,2026-05-23 12:07:00,2026-05-23 13:00:00,
1048,3,em_execucao,Operador Municipal,2026-05-23 12:30:00,,
1048,5,em_execucao,Operador Municipal,2026-05-23 12:28:00,,
1048,6,em_execucao,Operador Municipal,2026-05-23 12:17:00,,
1049,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1049,3,em_execucao,Operador Municipal,2026-05-23 13:17:00,,
1049,4,em_execucao,Operador Municipal,2026-05-23 13:26:00,,
1050,3,concluido,Operador Municipal,2026-05-23 13:19:00,2026-05-23 14:15:00,
1050,5,concluido,Operador Municipal,2026-05-23 13:05:00,2026-05-23 13:44:00,
1050,6,em_execucao,Operador Municipal,2026-05-23 13:14:00,,
1051,3,em_execucao,Operador Municipal,2026-05-23 13:25:00,,
1051,5,concluido,Operador Municipal,2026-05-23 13:15:00,2026-05-23 15:35:00,
1051,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
1052,3,concluido,Operador Municipal,2026-05-23 14:07:00,2026-05-23 15:50:00,
1052,5,concluido,Operador Municipal,2026-05-23 14:25:00,2026-05-23 15:13:00,
1052,6,em_execucao,Operador Municipal,2026-05-23 14:13:00,,
1053,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1053,2,em_execucao,Operador Municipal,2026-05-23 14:08:00,,
1054,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1054,5,em_execucao,Operador Municipal,2026-05-23 15:09:00,,
1054,6,em_execucao,Operador Municipal,2026-05-23 15:07:00,,
1055,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1055,3,concluido,Operador Municipal,2026-05-23 16:26:00,2026-05-23 19:26:00,
1055,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1056,1,em_execucao,Operador Municipal,2026-05-23 16:30:00,,
1056,2,pendente,Operador Municipal,,,Ação ainda não iniciada.
1057,5,em_execucao,Operador Municipal,2026-05-23 16:05:00,,
1057,6,em_execucao,Operador Municipal,2026-05-23 16:17:00,,
1057,7,em_execucao,Operador Municipal,2026-05-23 16:27:00,,
1057,8,em_execucao,Operador Municipal,2026-05-23 16:17:00,,
1058,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1058,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1058,4,em_execucao,Operador Municipal,2026-05-23 17:24:00,,
1059,3,em_execucao,Operador Municipal,2026-05-23 17:25:00,,
1059,5,em_execucao,Operador Municipal,2026-05-23 17:06:00,,
1059,6,concluido,Operador Municipal,2026-05-23 17:07:00,2026-05-23 19:39:00,
1060,3,em_execucao,Operador Municipal,2026-05-23 18:14:00,,
1060,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1060,6,concluido,Operador Municipal,2026-05-23 18:28:00,2026-05-23 19:57:00,
1061,3,concluido,Operador Municipal,2026-05-23 19:09:00,2026-05-23 21:02:00,
1061,5,concluido,Operador Municipal,2026-05-23 19:13:00,2026-05-23 21:38:00,
1061,6,concluido,Operador Municipal,2026-05-23 19:16:00,2026-05-23 20:39:00,
1062,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1062,3,em_execucao,Operador Municipal,2026-05-23 19:26:00,,
1062,4,em_execucao,Operador Municipal,2026-05-23 19:30:00,,
1063,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1063,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1063,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1064,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1064,5,em_execucao,Operador Municipal,2026-05-23 19:12:00,,
1064,6,em_execucao,Operador Municipal,2026-05-23 19:16:00,,
1065,3,em_execucao,Operador Municipal,2026-05-23 20:06:00,,
1065,5,concluido,Operador Municipal,2026-05-23 20:30:00,2026-05-23 21:56:00,
