idprevisao,idarea_risco,fonte,data_emissao,data_inicio_previsao,data_fim_previsao,horizonte_horas,precipitacao_prevista_mm,confianca
1499,3,IPMA_simulado,2026-05-23 14:00:00,2026-05-23 14:00:00,2026-05-23 15:00:00,1,0,0.724
1500,4,IPMA_simulado,2026-05-23 14:00:00,2026-05-23 14:00:00,2026-05-23 15:00:00,1,0,0.748
1501,1,IPMA_simulado,2026-05-23 15:00:00,2026-05-23 15:00:00,2026-05-23 16:00:00,1,0,0.725
1502,2,IPMA_simulado,2026-05-23 15:00:00,2026-05-23 15:00:00,2026-05-23 16:00:00,1,8.41,0.68
1503,3,IPMA_simulado,2026-05-23 15:00:00,2026-05-23 15:00:00,2026-05-23 16:00:00,1,17.5,0.653
1504,4,IPMA_simulado,2026-05-23 15:00:00,2026-05-23 15:00:00,2026-05-23 16:00:00,1,6.92,0.802
1505,1,IPMA_simulado,2026-05-23 16:00:00,2026-05-23 16:00:00,2026-05-23 17:00:00,1,13.38,0.853
1506,2,IPMA_simulado,2026-05-23 16:00:00,2026-05-23 16:00:00,2026-05-23 17:00:00,1,7.78,0.801
1507,3,IPMA_simulado,2026-05-23 16:00:00,2026-05-23 16:00:00,2026-05-23 17:00:00,1,43.36,0.861
1508,4,IPMA_simulado,2026-05-23 16:00:00,2026-05-23 16:00:00,2026-05-23 17:00:00,1,5.37,0.907
1509,1,IPMA_simulado,2026-05-23 17:00:00,2026-05-23 17:00:00,2026-05-23 18:00:00,1,18.52,0.707
1510,2,IPMA_simulado,2026-05-23 17:00:00,2026-05-23 17:00:00,2026-05-23 18:00:00,1,0,0.742
1511,3,IPMA_simulado,2026-05-23 17:00:00,2026-05-23 17:00:00,2026-05-23 18:00:00,1,7.77,0.664
1512,4,IPMA_simulado,2026-05-23 17:00:00,2026-05-23 17:00:00,2026-05-23 18:00:00,1,0,0.869
1513,1,IPMA_simulado,2026-05-23 18:00:00,2026-05-23 18:00:00,2026-05-23 19:00:00,1,7.07,0.914
1514,2,IPMA_simulado,2026-05-23 18:00:00,2026-05-23 18:00:00,2026-05-23 19:00:00,1,6.05,0.712
1515,3,IPMA_simulado,2026-05-23 18:00:00,2026-05-23 18:00:00,2026-05-23 19:00:00,1,0,0.861
1516,4,IPMA_simulado,2026-05-23 18:00:00,2026-05-23 18:00:00,2026-05-23 19:00:00,1,4.69,0.655
1517,1,IPMA_simulado,2026-05-23 19:00:00,2026-05-23 19:00:00,2026-05-23 20:00:00,1,32.83,0.844
1518,2,IPMA_simulado,2026-05-23 19:00:00,2026-05-23 19:00:00,2026-05-23 20:00:00,1,16.61,0.702
1519,3,IPMA_simulado,2026-05-23 19:00:00,2026-05-23 19:00:00,2026-05-23 20:00:00,1,7.62,0.859
1520,4,IPMA_simulado,2026-05-23 19:00:00,2026-05-23 19:00:00,2026-05-23 20:00:00,1,31.35,0.894
1521,1,IPMA_simulado,2026-05-23 20:00:00,2026-05-23 20:00:00,2026-05-23 21:00:00,1,8.22,0.813
1522,2,IPMA_simulado,2026-05-23 20:00:00,2026-05-23 20:00:00,2026-05-23 21:00:00,1,36.75,0.847
1523,3,IPMA_simulado,2026-05-23 20:00:00,2026-05-23 20:00:00,2026-05-23 21:00:00,1,15.49,0.651
1524,4,IPMA_simulado,2026-05-23 20:00:00,2026-05-23 20:00:00,2026-05-23 21:00:00,1,8.62,0.755
1525,1,IPMA_simulado,2026-05-23 21:00:00,2026-05-23 21:00:00,2026-05-23 22:00:00,1,0,0.874
1526,2,IPMA_simulado,2026-05-23 21:00:00,2026-05-23 21:00:00,2026-05-23 22:00:00,1,13.49,0.801
1527,3,IPMA_simulado,2026-05-23 21:00:00,2026-05-23 21:00:00,2026-05-23 22:00:00,1,7.58,0.756
1528,4,IPMA_simulado,2026-05-23 21:00:00,2026-05-23 21:00:00,2026-05-23 22:00:00,1,19.84,0.944
1529,1,IPMA_simulado,2026-05-23 22:00:00,2026-05-23 22:00:00,2026-05-23 23:00:00,1,11.71,0.914
1530,2,IPMA_simulado,2026-05-23 22:00:00,2026-05-23 22:00:00,2026-05-23 23:00:00,1,28.42,0.727
1531,3,IPMA_simulado,2026-05-23 22:00:00,2026-05-23 22:00:00,2026-05-23 23:00:00,1,0.34,0.824
1532,4,IPMA_simulado,2026-05-23 22:00:00,2026-05-23 22:00:00,2026-05-23 23:00:00,1,0,0.857
1533,1,IPMA_simulado,2026-05-23 23:00:00,2026-05-23 23:00:00,2026-05-24 00:00:00,1,5.82,0.679
1534,2,IPMA_simulado,2026-05-23 23:00:00,2026-05-23 23:00:00,2026-05-24 00:00:00,1,0,0.661
1535,3,IPMA_simulado,2026-05-23 23:00:00,2026-05-23 23:00:00,2026-05-24 00:00:00,1,0,0.756
1536,4,IPMA_simulado,2026-05-23 23:00:00,2026-05-23 23:00:00,2026-05-24 00:00:00,1,64.9,0.811
1537,1,IPMA_simulado,2026-05-24 00:00:00,2026-05-24 00:00:00,2026-05-24 01:00:00,1,0,0.731
1538,2,IPMA_simulado,2026-05-24 00:00:00,2026-05-24 00:00:00,2026-05-24 01:00:00,1,5.31,0.818
1539,3,IPMA_simulado,2026-05-24 00:00:00,2026-05-24 00:00:00,2026-05-24 01:00:00,1,18.64,0.751
1540,4,IPMA_simulado,2026-05-24 00:00:00,2026-05-24 00:00:00,2026-05-24 01:00:00,1,0,0.82
1541,1,IPMA_simulado,2026-05-24 01:00:00,2026-05-24 01:00:00,2026-05-24 02:00:00,1,6.62,0.694
1542,2,IPMA_simulado,2026-05-24 01:00:00,2026-05-24 01:00:00,2026-05-24 02:00:00,1,8.86,0.756
1543,3,IPMA_simulado,2026-05-24 01:00:00,2026-05-24 01:00:00,2026-05-24 02:00:00,1,0,0.848
1544,4,IPMA_simulado,2026-05-24 01:00:00,2026-05-24 01:00:00,2026-05-24 02:00:00,1,0,0.725
1545,1,IPMA_simulado,2026-05-24 02:00:00,2026-05-24 02:00:00,2026-05-24 03:00:00,1,6.61,0.912
1546,2,IPMA_simulado,2026-05-24 02:00:00,2026-05-24 02:00:00,2026-05-24 03:00:00,1,62.26,0.667
1547,3,IPMA_simulado,2026-05-24 02:00:00,2026-05-24 02:00:00,2026-05-24 03:00:00,1,7.4,0.652
1548,4,IPMA_simulado,2026-05-24 02:00:00,2026-05-24 02:00:00,2026-05-24 03:00:00,1,23.59,0.861
1549,1,IPMA_simulado,2026-05-24 03:00:00,2026-05-24 03:00:00,2026-05-24 04:00:00,1,4.16,0.912
1550,2,IPMA_simulado,2026-05-24 03:00:00,2026-05-24 03:00:00,2026-05-24 04:00:00,1,62.68,0.871
1551,3,IPMA_simulado,2026-05-24 03:00:00,2026-05-24 03:00:00,2026-05-24 04:00:00,1,9.21,0.79
1552,4,IPMA_simulado,2026-05-24 03:00:00,2026-05-24 03:00:00,2026-05-24 04:00:00,1,25.73,0.729
1553,1,IPMA_simulado,2026-05-24 04:00:00,2026-05-24 04:00:00,2026-05-24 05:00:00,1,0,0.949
1554,2,IPMA_simulado,2026-05-24 04:00:00,2026-05-24 04:00:00,2026-05-24 05:00:00,1,7.93,0.73
1555,3,IPMA_simulado,2026-05-24 04:00:00,2026-05-24 04:00:00,2026-05-24 05:00:00,1,2.19,0.728
1556,4,IPMA_simulado,2026-05-24 04:00:00,2026-05-24 04:00:00,2026-05-24 05:00:00,1,5.1,0.692
1557,1,IPMA_simulado,2026-05-24 05:00:00,2026-05-24 05:00:00,2026-05-24 06:00:00,1,0,0.813
1558,2,IPMA_simulado,2026-05-24 05:00:00,2026-05-24 05:00:00,2026-05-24 06:00:00,1,23.62,0.665
1559,3,IPMA_simulado,2026-05-24 05:00:00,2026-05-24 05:00:00,2026-05-24 06:00:00,1,41.07,0.861
1560,4,IPMA_simulado,2026-05-24 05:00:00,2026-05-24 05:00:00,2026-05-24 06:00:00,1,3.8,0.789
1561,1,IPMA_simulado,2026-05-24 06:00:00,2026-05-24 06:00:00,2026-05-24 07:00:00,1,9.63,0.901
1562,2,IPMA_simulado,2026-05-24 06:00:00,2026-05-24 06:00:00,2026-05-24 07:00:00,1,0,0.803
1563,3,IPMA_simulado,2026-05-24 06:00:00,2026-05-24 06:00:00,2026-05-24 07:00:00,1,8.45,0.671
1564,4,IPMA_simulado,2026-05-24 06:00:00,2026-05-24 06:00:00,2026-05-24 07:00:00,1,0,0.692
1565,1,IPMA_simulado,2026-05-24 07:00:00,2026-05-24 07:00:00,2026-05-24 08:00:00,1,23.01,0.884
1566,2,IPMA_simulado,2026-05-24 07:00:00,2026-05-24 07:00:00,2026-05-24 08:00:00,1,18.23,0.804
1567,3,IPMA_simulado,2026-05-24 07:00:00,2026-05-24 07:00:00,2026-05-24 08:00:00,1,8.5,0.832
1568,4,IPMA_simulado,2026-05-24 07:00:00,2026-05-24 07:00:00,2026-05-24 08:00:00,1,26.42,0.948
1569,1,IPMA_simulado,2026-05-24 08:00:00,2026-05-24 08:00:00,2026-05-24 09:00:00,1,0,0.716
1570,2,IPMA_simulado,2026-05-24 08:00:00,2026-05-24 08:00:00,2026-05-24 09:00:00,1,3.84,0.869
1571,3,IPMA_simulado,2026-05-24 08:00:00,2026-05-24 08:00:00,2026-05-24 09:00:00,1,28.76,0.935
1572,4,IPMA_simulado,2026-05-24 08:00:00,2026-05-24 08:00:00,2026-05-24 09:00:00,1,4.54,0.777
1573,1,IPMA_simulado,2026-05-24 09:00:00,2026-05-24 09:00:00,2026-05-24 10:00:00,1,17.37,0.849
1574,2,IPMA_simulado,2026-05-24 09:00:00,2026-05-24 09:00:00,2026-05-24 10:00:00,1,0,0.819
1575,3,IPMA_simulado,2026-05-24 09:00:00,2026-05-24 09:00:00,2026-05-24 10:00:00,1,9.95,0.694
1576,4,IPMA_simulado,2026-05-24 09:00:00,2026-05-24 09:00:00,2026-05-24 10:00:00,1,4.63,0.768
1577,1,IPMA_simulado,2026-05-24 10:00:00,2026-05-24 10:00:00,2026-05-24 11:00:00,1,3.55,0.875
1578,2,IPMA_simulado,2026-05-24 10:00:00,2026-05-24 10:00:00,2026-05-24 11:00:00,1,0,0.732
1579,3,IPMA_simulado,2026-05-24 10:00:00,2026-05-24 10:00:00,2026-05-24 11:00:00,1,5.36,0.822
1580,4,IPMA_simulado,2026-05-24 10:00:00,2026-05-24 10:00:00,2026-05-24 11:00:00,1,47.42,0.682
1581,1,IPMA_simulado,2026-05-24 11:00:00,2026-05-24 11:00:00,2026-05-24 12:00:00,1,17.51,0.759
1582,2,IPMA_simulado,2026-05-24 11:00:00,2026-05-24 11:00:00,2026-05-24 12:00:00,1,0,0.763
1583,3,IPMA_simulado,2026-05-24 11:00:00,2026-05-24 11:00:00,2026-05-24 12:00:00,1,8.21,0.903
1584,4,IPMA_simulado,2026-05-24 11:00:00,2026-05-24 11:00:00,2026-05-24 12:00:00,1,6.51,0.85
1585,1,IPMA_simulado,2026-05-24 12:00:00,2026-05-24 12:00:00,2026-05-24 13:00:00,1,3.1,0.93
1586,2,IPMA_simulado,2026-05-24 12:00:00,2026-05-24 12:00:00,2026-05-24 13:00:00,1,0,0.674
1587,3,IPMA_simulado,2026-05-24 12:00:00,2026-05-24 12:00:00,2026-05-24 13:00:00,1,0,0.732
1588,4,IPMA_simulado,2026-05-24 12:00:00,2026-05-24 12:00:00,2026-05-24 13:00:00,1,0,0.669
1589,1,IPMA_simulado,2026-05-24 13:00:00,2026-05-24 13:00:00,2026-05-24 14:00:00,1,12.25,0.848
1590,2,IPMA_simulado,2026-05-24 13:00:00,2026-05-24 13:00:00,2026-05-24 14:00:00,1,20.78,0.912
1591,3,IPMA_simulado,2026-05-24 13:00:00,2026-05-24 13:00:00,2026-05-24 14:00:00,1,2.86,0.662
1592,4,IPMA_simulado,2026-05-24 13:00:00,2026-05-24 13:00:00,2026-05-24 14:00:00,1,0,0.688
1593,1,IPMA_simulado,2026-05-24 14:00:00,2026-05-24 14:00:00,2026-05-24 15:00:00,1,24.96,0.692
1594,2,IPMA_simulado,2026-05-24 14:00:00,2026-05-24 14:00:00,2026-05-24 15:00:00,1,0,0.737
1595,3,IPMA_simulado,2026-05-24 14:00:00,2026-05-24 14:00:00,2026-05-24 15:00:00,1,2.51,0.657
1596,4,IPMA_simulado,2026-05-24 14:00:00,2026-05-24 14:00:00,2026-05-24 15:00:00,1,14.99,0.733
1597,1,IPMA_simulado,2026-05-24 15:00:00,2026-05-24 15:00:00,2026-05-24 16:00:00,1,34.52,0.689
1598,2,IPMA_simulado,2026-05-24 15:00:00,2026-05-24 15:00:00,2026-05-24 16:00:00,1,0,0.824
1599,3,IPMA_simulado,2026-05-24 15:00:00,2026-05-24 15:00:00,2026-05-24 16:00:00,1,12.73,0.751
1600,4,IPMA_simulado,2026-05-24 15:00:00,2026-05-24 15:00:00,2026-05-24 16:00:00,1,35.34,0.928
1601,1,IPMA_simulado,2026-05-24 16:00:00,2026-05-24 16:00:00,2026-05-24 17:00:00,1,0,0.73
1602,2,IPMA_simulado,2026-05-24 16:00:00,2026-05-24 16:00:00,2026-05-24 17:00:00,1,0,0.863
1603,3,IPMA_simulado,2026-05-24 16:00:00,2026-05-24 16:00:00,2026-05-24 17:00:00,1,6.48,0.719
1604,4,IPMA_simulado,2026-05-24 16:00:00,2026-05-24 16:00:00,2026-05-24 17:00:00,1,19.82,0.781
1605,1,IPMA_simulado,2026-05-24 17:00:00,2026-05-24 17:00:00,2026-05-24 18:00:00,1,2.5,0.808
1606,2,IPMA_simulado,2026-05-24 17:00:00,2026-05-24 17:00:00,2026-05-24 18:00:00,1,5.61,0.711
1607,3,IPMA_simulado,2026-05-24 17:00:00,2026-05-24 17:00:00,2026-05-24 18:00:00,1,6.91,0.768
1608,4,IPMA_simulado,2026-05-24 17:00:00,2026-05-24 17:00:00,2026-05-24 18:00:00,1,0.59,0.831
1609,1,IPMA_simulado,2026-05-24 18:00:00,2026-05-24 18:00:00,2026-05-24 19:00:00,1,0,0.895
1610,2,IPMA_simulado,2026-05-24 18:00:00,2026-05-24 18:00:00,2026-05-24 19:00:00,1,2.76,0.847
1611,3,IPMA_simulado,2026-05-24 18:00:00,2026-05-24 18:00:00,2026-05-24 19:00:00,1,3.12,0.925
1612,4,IPMA_simulado,2026-05-24 18:00:00,2026-05-24 18:00:00,2026-05-24 19:00:00,1,19.73,0.905
1613,1,IPMA_simulado,2026-05-24 19:00:00,2026-05-24 19:00:00,2026-05-24 20:00:00,1,8.19,0.652
1614,2,IPMA_simulado,2026-05-24 19:00:00,2026-05-24 19:00:00,2026-05-24 20:00:00,1,16.25,0.861
1615,3,IPMA_simulado,2026-05-24 19:00:00,2026-05-24 19:00:00,2026-05-24 20:00:00,1,26.43,0.755
1616,4,IPMA_simulado,2026-05-24 19:00:00,2026-05-24 19:00:00,2026-05-24 20:00:00,1,9.05,0.924
1617,1,IPMA_simulado,2026-05-24 20:00:00,2026-05-24 20:00:00,2026-05-24 21:00:00,1,0,0.867
1618,2,IPMA_simulado,2026-05-24 20:00:00,2026-05-24 20:00:00,2026-05-24 21:00:00,1,0,0.714
1619,3,IPMA_simulado,2026-05-24 20:00:00,2026-05-24 20:00:00,2026-05-24 21:00:00,1,0.82,0.686
1620,4,IPMA_simulado,2026-05-24 20:00:00,2026-05-24 20:00:00,2026-05-24 21:00:00,1,1.86,0.852
1621,1,IPMA_simulado,2026-05-24 21:00:00,2026-05-24 21:00:00,2026-05-24 22:00:00,1,0,0.657
1622,2,IPMA_simulado,2026-05-24 21:00:00,2026-05-24 21:00:00,2026-05-24 22:00:00,1,6.14,0.785
1623,3,IPMA_simulado,2026-05-24 21:00:00,2026-05-24 21:00:00,2026-05-24 22:00:00,1,8.26,0.782
1624,4,IPMA_simulado,2026-05-24 21:00:00,2026-05-24 21:00:00,2026-05-24 22:00:00,1,6.03,0.7
1625,1,IPMA_simulado,2026-05-24 22:00:00,2026-05-24 22:00:00,2026-05-24 23:00:00,1,0,0.671
1626,2,IPMA_simulado,2026-05-24 22:00:00,2026-05-24 22:00:00,2026-05-24 23:00:00,1,0,0.796
1627,3,IPMA_simulado,2026-05-24 22:00:00,2026-05-24 22:00:00,2026-05-24 23:00:00,1,11.51,0.704
1628,4,IPMA_simulado,2026-05-24 22:00:00,2026-05-24 22:00:00,2026-05-24 23:00:00,1,0,0.947
1629,1,IPMA_simulado,2026-05-24 23:00:00,2026-05-24 23:00:00,2026-05-25 00:00:00,1,9.25,0.827
1630,2,IPMA_simulado,2026-05-24 23:00:00,2026-05-24 23:00:00,2026-05-25 00:00:00,1,6.71,0.947
1631,3,IPMA_simulado,2026-05-24 23:00:00,2026-05-24 23:00:00,2026-05-25 00:00:00,1,6.53,0.839
1632,4,IPMA_simulado,2026-05-24 23:00:00,2026-05-24 23:00:00,2026-05-25 00:00:00,1,13.77,0.929
1633,1,IPMA_simulado,2026-05-25 00:00:00,2026-05-25 00:00:00,2026-05-25 01:00:00,1,0,0.75
1634,2,IPMA_simulado,2026-05-25 00:00:00,2026-05-25 00:00:00,2026-05-25 01:00:00,1,0,0.794
1635,3,IPMA_simulado,2026-05-25 00:00:00,2026-05-25 00:00:00,2026-05-25 01:00:00,1,22.69,0.765
1636,4,IPMA_simulado,2026-05-25 00:00:00,2026-05-25 00:00:00,2026-05-25 01:00:00,1,0,0.898
1637,1,IPMA_simulado,2026-05-25 01:00:00,2026-05-25 01:00:00,2026-05-25 02:00:00,1,7.55,0.737
1638,2,IPMA_simulado,2026-05-25 01:00:00,2026-05-25 01:00:00,2026-05-25 02:00:00,1,11.64,0.863
1639,3,IPMA_simulado,2026-05-25 01:00:00,2026-05-25 01:00:00,2026-05-25 02:00:00,1,1.77,0.914
1640,4,IPMA_simulado,2026-05-25 01:00:00,2026-05-25 01:00:00,2026-05-25 02:00:00,1,17.71,0.678
1641,1,IPMA_simulado,2026-05-25 02:00:00,2026-05-25 02:00:00,2026-05-25 03:00:00,1,15.88,0.714
1642,2,IPMA_simulado,2026-05-25 02:00:00,2026-05-25 02:00:00,2026-05-25 03:00:00,1,17.69,0.817
1643,3,IPMA_simulado,2026-05-25 02:00:00,2026-05-25 02:00:00,2026-05-25 03:00:00,1,12.56,0.69
1644,4,IPMA_simulado,2026-05-25 02:00:00,2026-05-25 02:00:00,2026-05-25 03:00:00,1,11.21,0.759
1645,1,IPMA_simulado,2026-05-25 03:00:00,2026-05-25 03:00:00,2026-05-25 04:00:00,1,28.07,0.777
1646,2,IPMA_simulado,2026-05-25 03:00:00,2026-05-25 03:00:00,2026-05-25 04:00:00,1,12.51,0.675
1647,3,IPMA_simulado,2026-05-25 03:00:00,2026-05-25 03:00:00,2026-05-25 04:00:00,1,7.05,0.679
1648,4,IPMA_simulado,2026-05-25 03:00:00,2026-05-25 03:00:00,2026-05-25 04:00:00,1,17.54,0.781
1649,1,IPMA_simulado,2026-05-25 04:00:00,2026-05-25 04:00:00,2026-05-25 05:00:00,1,13.24,0.746
1650,2,IPMA_simulado,2026-05-25 04:00:00,2026-05-25 04:00:00,2026-05-25 05:00:00,1,16.38,0.729
1651,3,IPMA_simulado,2026-05-25 04:00:00,2026-05-25 04:00:00,2026-05-25 05:00:00,1,5.64,0.813
1652,4,IPMA_simulado,2026-05-25 04:00:00,2026-05-25 04:00:00,2026-05-25 05:00:00,1,0,0.864
1653,1,IPMA_simulado,2026-05-25 05:00:00,2026-05-25 05:00:00,2026-05-25 06:00:00,1,6.89,0.708
1654,2,IPMA_simulado,2026-05-25 05:00:00,2026-05-25 05:00:00,2026-05-25 06:00:00,1,6.53,0.713
1655,3,IPMA_simulado,2026-05-25 05:00:00,2026-05-25 05:00:00,2026-05-25 06:00:00,1,14.16,0.934
1656,4,IPMA_simulado,2026-05-25 05:00:00,2026-05-25 05:00:00,2026-05-25 06:00:00,1,0,0.843
1657,1,IPMA_simulado,2026-05-25 06:00:00,2026-05-25 06:00:00,2026-05-25 07:00:00,1,0,0.902
1658,2,IPMA_simulado,2026-05-25 06:00:00,2026-05-25 06:00:00,2026-05-25 07:00:00,1,11.17,0.69
1659,3,IPMA_simulado,2026-05-25 06:00:00,2026-05-25 06:00:00,2026-05-25 07:00:00,1,48.61,0.706
1660,4,IPMA_simulado,2026-05-25 06:00:00,2026-05-25 06:00:00,2026-05-25 07:00:00,1,0,0.768
1661,1,IPMA_simulado,2026-05-25 07:00:00,2026-05-25 07:00:00,2026-05-25 08:00:00,1,0,0.71
1662,2,IPMA_simulado,2026-05-25 07:00:00,2026-05-25 07:00:00,2026-05-25 08:00:00,1,7.91,0.691
1663,3,IPMA_simulado,2026-05-25 07:00:00,2026-05-25 07:00:00,2026-05-25 08:00:00,1,19.44,0.758
1664,4,IPMA_simulado,2026-05-25 07:00:00,2026-05-25 07:00:00,2026-05-25 08:00:00,1,0,0.916
1665,1,IPMA_simulado,2026-05-25 08:00:00,2026-05-25 08:00:00,2026-05-25 09:00:00,1,4.31,0.768
1666,2,IPMA_simulado,2026-05-25 08:00:00,2026-05-25 08:00:00,2026-05-25 09:00:00,1,8.71,0.945
1667,3,IPMA_simulado,2026-05-25 08:00:00,2026-05-25 08:00:00,2026-05-25 09:00:00,1,8.42,0.896
1668,4,IPMA_simulado,2026-05-25 08:00:00,2026-05-25 08:00:00,2026-05-25 09:00:00,1,42,0.898
1669,1,IPMA_simulado,2026-05-25 09:00:00,2026-05-25 09:00:00,2026-05-25 10:00:00,1,8.73,0.768
1670,2,IPMA_simulado,2026-05-25 09:00:00,2026-05-25 09:00:00,2026-05-25 10:00:00,1,4.22,0.904
1671,3,IPMA_simulado,2026-05-25 09:00:00,2026-05-25 09:00:00,2026-05-25 10:00:00,1,0,0.751
1672,4,IPMA_simulado,2026-05-25 09:00:00,2026-05-25 09:00:00,2026-05-25 10:00:00,1,13.78,0.656
1673,1,IPMA_simulado,2026-05-25 10:00:00,2026-05-25 10:00:00,2026-05-25 11:00:00,1,0,0.83
1674,2,IPMA_simulado,2026-05-25 10:00:00,2026-05-25 10:00:00,2026-05-25 11:00:00,1,8.82,0.849
1675,3,IPMA_simulado,2026-05-25 10:00:00,2026-05-25 10:00:00,2026-05-25 11:00:00,1,1.41,0.794
1676,4,IPMA_simulado,2026-05-25 10:00:00,2026-05-25 10:00:00,2026-05-25 11:00:00,1,12.48,0.823
1677,1,IPMA_simulado,2026-05-25 11:00:00,2026-05-25 11:00:00,2026-05-25 12:00:00,1,1.45,0.847
1678,2,IPMA_simulado,2026-05-25 11:00:00,2026-05-25 11:00:00,2026-05-25 12:00:00,1,4.27,0.69
1679,3,IPMA_simulado,2026-05-25 11:00:00,2026-05-25 11:00:00,2026-05-25 12:00:00,1,3.4,0.666
1680,4,IPMA_simulado,2026-05-25 11:00:00,2026-05-25 11:00:00,2026-05-25 12:00:00,1,6.5,0.809
1681,1,IPMA_simulado,2026-05-25 12:00:00,2026-05-25 12:00:00,2026-05-25 13:00:00,1,4.98,0.928
1682,2,IPMA_simulado,2026-05-25 12:00:00,2026-05-25 12:00:00,2026-05-25 13:00:00,1,3.19,0.811
1683,3,IPMA_simulado,2026-05-25 12:00:00,2026-05-25 12:00:00,2026-05-25 13:00:00,1,3.75,0.709
1684,4,IPMA_simulado,2026-05-25 12:00:00,2026-05-25 12:00:00,2026-05-25 13:00:00,1,4.62,0.784
1685,1,IPMA_simulado,2026-05-25 13:00:00,2026-05-25 13:00:00,2026-05-25 14:00:00,1,3.94,0.715
1686,2,IPMA_simulado,2026-05-25 13:00:00,2026-05-25 13:00:00,2026-05-25 14:00:00,1,6.1,0.736
1687,3,IPMA_simulado,2026-05-25 13:00:00,2026-05-25 13:00:00,2026-05-25 14:00:00,1,0,0.889
1688,4,IPMA_simulado,2026-05-25 13:00:00,2026-05-25 13:00:00,2026-05-25 14:00:00,1,1.31,0.864
1689,1,IPMA_simulado,2026-05-25 14:00:00,2026-05-25 14:00:00,2026-05-25 15:00:00,1,0,0.802
1690,2,IPMA_simulado,2026-05-25 14:00:00,2026-05-25 14:00:00,2026-05-25 15:00:00,1,12.55,0.834
1691,3,IPMA_simulado,2026-05-25 14:00:00,2026-05-25 14:00:00,2026-05-25 15:00:00,1,4.54,0.689
1692,4,IPMA_simulado,2026-05-25 14:00:00,2026-05-25 14:00:00,2026-05-25 15:00:00,1,8.65,0.653
1693,1,IPMA_simulado,2026-05-25 15:00:00,2026-05-25 15:00:00,2026-05-25 16:00:00,1,10.07,0.806
1694,2,IPMA_simulado,2026-05-25 15:00:00,2026-05-25 15:00:00,2026-05-25 16:00:00,1,18.53,0.829
1695,3,IPMA_simulado,2026-05-25 15:00:00,2026-05-25 15:00:00,2026-05-25 16:00:00,1,12.67,0.68
1696,4,IPMA_simulado,2026-05-25 15:00:00,2026-05-25 15:00:00,2026-05-25 16:00:00,1,9.99,0.948
1697,1,IPMA_simulado,2026-05-25 16:00:00,2026-05-25 16:00:00,2026-05-25 17:00:00,1,0,0.759
1698,2,IPMA_simulado,2026-05-25 16:00:00,2026-05-25 16:00:00,2026-05-25 17:00:00,1,15.53,0.795
1699,3,IPMA_simulado,2026-05-25 16:00:00,2026-05-25 16:00:00,2026-05-25 17:00:00,1,3.66,0.806
1700,4,IPMA_simulado,2026-05-25 16:00:00,2026-05-25 16:00:00,2026-05-25 17:00:00,1,11.36,0.744
1701,1,IPMA_simulado,2026-05-25 17:00:00,2026-05-25 17:00:00,2026-05-25 18:00:00,1,10.36,0.886
1702,2,IPMA_simulado,2026-05-25 17:00:00,2026-05-25 17:00:00,2026-05-25 18:00:00,1,5.08,0.942
1703,3,IPMA_simulado,2026-05-25 17:00:00,2026-05-25 17:00:00,2026-05-25 18:00:00,1,30.02,0.669
1704,4,IPMA_simulado,2026-05-25 17:00:00,2026-05-25 17:00:00,2026-05-25 18:00:00,1,0,0.8
1705,1,IPMA_simulado,2026-05-25 18:00:00,2026-05-25 18:00:00,2026-05-25 19:00:00,1,0.99,0.787
1706,2,IPMA_simulado,2026-05-25 18:00:00,2026-05-25 18:00:00,2026-05-25 19:00:00,1,27.53,0.685
1707,3,IPMA_simulado,2026-05-25 18:00:00,2026-05-25 18:00:00,2026-05-25 19:00:00,1,9.94,0.685
1708,4,IPMA_simulado,2026-05-25 18:00:00,2026-05-25 18:00:00,2026-05-25 19:00:00,1,2.2,0.723
1709,1,IPMA_simulado,2026-05-25 19:00:00,2026-05-25 19:00:00,2026-05-25 20:00:00,1,0,0.887
1710,2,IPMA_simulado,2026-05-25 19:00:00,2026-05-25 19:00:00,2026-05-25 20:00:00,1,0,0.948
1711,3,IPMA_simulado,2026-05-25 19:00:00,2026-05-25 19:00:00,2026-05-25 20:00:00,1,0.64,0.671
1712,4,IPMA_simulado,2026-05-25 19:00:00,2026-05-25 19:00:00,2026-05-25 20:00:00,1,0,0.827
1713,1,IPMA_simulado,2026-05-25 20:00:00,2026-05-25 20:00:00,2026-05-25 21:00:00,1,1.87,0.815
1714,2,IPMA_simulado,2026-05-25 20:00:00,2026-05-25 20:00:00,2026-05-25 21:00:00,1,0,0.885
1715,3,IPMA_simulado,2026-05-25 20:00:00,2026-05-25 20:00:00,2026-05-25 21:00:00,1,29.51,0.949
1716,4,IPMA_simulado,2026-05-25 20:00:00,2026-05-25 20:00:00,2026-05-25 21:00:00,1,20.5,0.914
1717,1,IPMA_simulado,2026-05-25 21:00:00,2026-05-25 21:00:00,2026-05-25 22:00:00,1,3.37,0.757
1718,2,IPMA_simulado,2026-05-25 21:00:00,2026-05-25 21:00:00,2026-05-25 22:00:00,1,1.09,0.768
1719,3,IPMA_simulado,2026-05-25 21:00:00,2026-05-25 21:00:00,2026-05-25 22:00:00,1,14.68,0.706
1720,4,IPMA_simulado,2026-05-25 21:00:00,2026-05-25 21:00:00,2026-05-25 22:00:00,1,5.26,0.667
