idalerta,idnivel_alerta,idarea_risco,idinfraestrutura_urbana,data_alerta,descricao,score_risco,estado
1071,2,1,1,2026-05-23 22:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 46.55%. Precipitação acumulada 6h: 7.99 mm. Precipitação prevista 1h: 11.71 mm.,26.27,registado
1072,4,2,5,2026-05-23 22:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 84.27%. Precipitação acumulada 6h: 62.06 mm. Precipitação prevista 1h: 28.42 mm.,63.64,ativo
1073,2,4,11,2026-05-23 22:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 57.34%. Precipitação acumulada 6h: 31.51 mm. Precipitação prevista 1h: 0.00 mm.,35.26,registado
1074,4,2,5,2026-05-23 23:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 84.91%. Precipitação acumulada 6h: 60.65 mm. Precipitação prevista 1h: 0.00 mm.,56.4,ativo
1075,4,4,10,2026-05-23 23:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 94.36%. Precipitação acumulada 6h: 84.68 mm. Precipitação prevista 1h: 64.90 mm.,81.46,ativo
1076,3,2,5,2026-05-24 00:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 81.49%. Precipitação acumulada 6h: 59.28 mm. Precipitação prevista 1h: 5.31 mm.,55.78,ativo
1077,2,3,9,2026-05-24 00:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 39.44%. Precipitação acumulada 6h: 10.10 mm. Precipitação prevista 1h: 18.64 mm.,25.44,registado
1078,4,4,11,2026-05-24 00:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 98.72%. Precipitação acumulada 6h: 83.56 mm. Precipitação prevista 1h: 0.00 mm.,68.42,ativo
1079,3,2,6,2026-05-24 01:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 86.94%. Precipitação acumulada 6h: 59.26 mm. Precipitação prevista 1h: 8.86 mm.,59.12,ativo
1080,3,4,12,2026-05-24 01:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 72.29%. Precipitação acumulada 6h: 56.59 mm. Precipitação prevista 1h: 0.00 mm.,49.51,ativo
1081,4,2,4,2026-05-24 02:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 84.77 mm. Precipitação prevista 1h: 62.26 mm.,84,ativo
1082,1,3,8,2026-05-24 02:00:00,Alerta Verde na área Centro Urbano. Nível máximo de água: 37.19%. Precipitação acumulada 6h: 9.24 mm. Precipitação prevista 1h: 7.40 mm.,21.36,registado
1083,4,4,11,2026-05-24 02:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 91.83%. Precipitação acumulada 6h: 79.24 mm. Precipitação prevista 1h: 23.59 mm.,70.99,ativo
1084,4,2,4,2026-05-24 03:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 131.30 mm. Precipitação prevista 1h: 62.68 mm.,84,ativo
1085,4,4,10,2026-05-24 03:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 97.33 mm. Precipitação prevista 1h: 25.73 mm.,75.43,ativo
1086,4,2,4,2026-05-24 04:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 107.36 mm. Precipitação prevista 1h: 7.93 mm.,70.98,ativo
1087,4,4,10,2026-05-24 04:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 100.66 mm. Precipitação prevista 1h: 5.10 mm.,70.28,ativo
1088,4,2,4,2026-05-24 05:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 107.36 mm. Precipitação prevista 1h: 23.62 mm.,74.91,ativo
1089,4,3,9,2026-05-24 05:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 67.75%. Precipitação acumulada 6h: 42.83 mm. Precipitação prevista 1h: 41.07 mm.,53.6,ativo
1090,3,4,10,2026-05-24 05:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 69.99%. Precipitação acumulada 6h: 47.29 mm. Precipitação prevista 1h: 3.80 mm.,46.63,ativo
1091,4,2,4,2026-05-24 06:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 108.07 mm. Precipitação prevista 1h: 0.00 mm.,69,ativo
1092,3,3,9,2026-05-24 06:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 67.88%. Precipitação acumulada 6h: 42.51 mm. Precipitação prevista 1h: 8.45 mm.,45.41,ativo
1093,3,4,12,2026-05-24 06:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 70.65%. Precipitação acumulada 6h: 48.82 mm. Precipitação prevista 1h: 0.00 mm.,46.44,ativo
1094,3,1,3,2026-05-24 07:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 47.77%. Precipitação acumulada 6h: 17.40 mm. Precipitação prevista 1h: 23.01 mm.,32.47,ativo
1095,4,2,4,2026-05-24 07:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 106.12 mm. Precipitação prevista 1h: 18.23 mm.,73.56,ativo
1096,3,3,7,2026-05-24 07:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 66.62%. Precipitação acumulada 6h: 41.96 mm. Precipitação prevista 1h: 8.50 mm.,44.69,ativo
1097,4,4,10,2026-05-24 07:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 76.91%. Precipitação acumulada 6h: 62.53 mm. Precipitação prevista 1h: 26.42 mm.,59.97,ativo
1098,3,2,5,2026-05-24 08:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 80.32%. Precipitação acumulada 6h: 55.56 mm. Precipitação prevista 1h: 3.84 mm.,53.77,ativo
1099,3,3,8,2026-05-24 08:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 64.03%. Precipitação acumulada 6h: 41.48 mm. Precipitação prevista 1h: 28.76 mm.,48.45,ativo
1100,3,4,10,2026-05-24 08:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 60.27%. Precipitação acumulada 6h: 41.03 mm. Precipitação prevista 1h: 4.54 mm.,40.57,ativo
1101,2,1,3,2026-05-24 09:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 57.85%. Precipitação acumulada 6h: 17.37 mm. Precipitação prevista 1h: 17.37 mm.,35.59,registado
1102,2,3,8,2026-05-24 09:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 66.99%. Precipitação acumulada 6h: 40.40 mm. Precipitação prevista 1h: 9.95 mm.,44.75,registado
1103,1,4,12,2026-05-24 09:00:00,Alerta Verde na área Zona Industrial. Nível máximo de água: 46.17%. Precipitação acumulada 6h: 20.80 mm. Precipitação prevista 1h: 4.63 mm.,28.17,registado
1104,2,3,9,2026-05-24 10:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 66.67%. Precipitação acumulada 6h: 40.20 mm. Precipitação prevista 1h: 5.36 mm.,43.4,registado
1105,4,4,11,2026-05-24 10:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 70.43%. Precipitação acumulada 6h: 56.06 mm. Precipitação prevista 1h: 47.42 mm.,60.37,ativo
1106,2,1,1,2026-05-24 11:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 54.71%. Precipitação acumulada 6h: 17.99 mm. Precipitação prevista 1h: 17.51 mm.,34.39,registado
1107,3,4,10,2026-05-24 11:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 66.06%. Precipitação acumulada 6h: 59.22 mm. Precipitação prevista 1h: 6.51 mm.,49.12,ativo
1108,4,4,11,2026-05-24 12:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 80.41%. Precipitação acumulada 6h: 61.70 mm. Precipitação prevista 1h: 0.00 mm.,54.69,ativo
1109,2,1,2,2026-05-24 13:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 54.31%. Precipitação acumulada 6h: 16.85 mm. Precipitação prevista 1h: 12.25 mm.,32.56,registado
1110,2,2,6,2026-05-24 13:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 41.60%. Precipitação acumulada 6h: 9.53 mm. Precipitação prevista 1h: 20.78 mm.,26.77,registado
1111,3,4,12,2026-05-24 13:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 76.86%. Precipitação acumulada 6h: 48.36 mm. Precipitação prevista 1h: 0.00 mm.,49.1,ativo
1112,3,1,2,2026-05-24 14:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 45.55%. Precipitação acumulada 6h: 15.45 mm. Precipitação prevista 1h: 24.96 mm.,31.37,ativo
1113,3,4,12,2026-05-24 14:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 70.57%. Precipitação acumulada 6h: 48.10 mm. Precipitação prevista 1h: 14.99 mm.,49.93,ativo
1114,3,1,3,2026-05-24 15:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 66.17%. Precipitação acumulada 6h: 32.26 mm. Precipitação prevista 1h: 34.52 mm.,48.08,ativo
1115,1,2,5,2026-05-24 15:00:00,Alerta Verde na área Passagem Inferior. Nível máximo de água: 44.17%. Precipitação acumulada 6h: 10.40 mm. Precipitação prevista 1h: 0.00 mm.,23,registado
1116,2,3,8,2026-05-24 15:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 44.02%. Precipitação acumulada 6h: 20.43 mm. Precipitação prevista 1h: 12.73 mm.,29.12,registado
1117,4,4,12,2026-05-24 15:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 98.65%. Precipitação acumulada 6h: 82.04 mm. Precipitação prevista 1h: 35.34 mm.,77.23,ativo
1118,2,1,2,2026-05-24 16:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 65.28%. Precipitação acumulada 6h: 30.81 mm. Precipitação prevista 1h: 0.00 mm.,38.62,registado
1119,3,4,10,2026-05-24 16:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 69.22%. Precipitação acumulada 6h: 44.76 mm. Precipitação prevista 1h: 19.82 mm.,49.53,ativo
1120,2,3,7,2026-05-24 17:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 59.65%. Precipitação acumulada 6h: 32.42 mm. Precipitação prevista 1h: 6.91 mm.,38.3,registado
1121,3,4,12,2026-05-24 17:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 59.00%. Precipitação acumulada 6h: 42.20 mm. Precipitação prevista 1h: 0.59 mm.,39.36,ativo
1122,2,3,7,2026-05-24 18:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 60.89%. Precipitação acumulada 6h: 30.36 mm. Precipitação prevista 1h: 3.12 mm.,37.29,registado
1123,3,4,12,2026-05-24 18:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 63.17%. Precipitação acumulada 6h: 38.64 mm. Precipitação prevista 1h: 19.73 mm.,44.95,ativo
1124,2,2,4,2026-05-24 19:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 39.87%. Precipitação acumulada 6h: 7.44 mm. Precipitação prevista 1h: 16.25 mm.,24.24,registado
1125,3,3,9,2026-05-24 19:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 76.61%. Precipitação acumulada 6h: 52.06 mm. Precipitação prevista 1h: 26.43 mm.,56.7,ativo
1126,2,4,11,2026-05-24 19:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 63.13%. Precipitação acumulada 6h: 39.75 mm. Precipitação prevista 1h: 9.05 mm.,42.6,registado
1127,1,2,5,2026-05-24 20:00:00,Alerta Verde na área Passagem Inferior. Nível máximo de água: 36.27%. Precipitação acumulada 6h: 6.70 mm. Precipitação prevista 1h: 0.00 mm.,18.33,registado
1128,3,3,7,2026-05-24 20:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 74.66%. Precipitação acumulada 6h: 52.45 mm. Precipitação prevista 1h: 0.82 mm.,49.54,ativo
1129,2,4,12,2026-05-24 20:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 63.68%. Precipitação acumulada 6h: 40.17 mm. Precipitação prevista 1h: 1.86 mm.,41.17,registado
1130,2,3,9,2026-05-24 21:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 62.10%. Precipitação acumulada 6h: 37.63 mm. Precipitação prevista 1h: 8.26 mm.,41.3,registado
1131,3,3,8,2026-05-24 22:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 63.45%. Precipitação acumulada 6h: 39.87 mm. Precipitação prevista 1h: 11.51 mm.,43.39,ativo
1132,2,4,10,2026-05-24 23:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 41.63%. Precipitação acumulada 6h: 6.36 mm. Precipitação prevista 1h: 13.77 mm.,24.08,registado
1133,3,3,9,2026-05-25 00:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 54.54%. Precipitação acumulada 6h: 30.51 mm. Precipitação prevista 1h: 22.69 mm.,39.37,ativo
1134,2,2,6,2026-05-25 01:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 39.17%. Precipitação acumulada 6h: 8.55 mm. Precipitação prevista 1h: 11.64 mm.,23.1,registado
1135,2,4,10,2026-05-25 01:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 27.44%. Precipitação acumulada 6h: 5.65 mm. Precipitação prevista 1h: 17.71 mm.,18.47,registado
1136,2,1,2,2026-05-25 02:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 42.15%. Precipitação acumulada 6h: 10.29 mm. Precipitação prevista 1h: 15.88 mm.,26.02,registado
1137,2,2,6,2026-05-25 02:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 39.17%. Precipitação acumulada 6h: 9.12 mm. Precipitação prevista 1h: 17.69 mm.,24.79,registado
1138,2,3,8,2026-05-25 02:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 39.67%. Precipitação acumulada 6h: 6.56 mm. Precipitação prevista 1h: 12.56 mm.,22.96,registado
1139,2,4,11,2026-05-25 02:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 46.84%. Precipitação acumulada 6h: 18.21 mm. Precipitação prevista 1h: 11.21 mm.,29.34,registado
1140,3,1,1,2026-05-25 03:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 58.66%. Precipitação acumulada 6h: 28.86 mm. Precipitação prevista 1h: 28.07 mm.,42.07,ativo
1141,2,2,5,2026-05-25 03:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 40.26%. Precipitação acumulada 6h: 10.19 mm. Precipitação prevista 1h: 12.51 mm.,24.3,registado
1142,2,4,11,2026-05-25 03:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 42.30%. Precipitação acumulada 6h: 19.68 mm. Precipitação prevista 1h: 17.54 mm.,29.32,registado
1143,2,1,1,2026-05-25 04:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 60.23%. Precipitação acumulada 6h: 29.53 mm. Precipitação prevista 1h: 13.24 mm.,39.27,registado
1144,2,2,4,2026-05-25 04:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 49.78%. Precipitação acumulada 6h: 15.84 mm. Precipitação prevista 1h: 16.38 mm.,31.25,registado
1145,2,1,3,2026-05-25 05:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 68.20%. Precipitação acumulada 6h: 32.86 mm. Precipitação prevista 1h: 6.89 mm.,42.27,registado
1146,2,3,8,2026-05-25 05:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 31.33%. Precipitação acumulada 6h: 6.85 mm. Precipitação prevista 1h: 14.16 mm.,19.69,registado
1147,2,1,1,2026-05-25 06:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 66.34%. Precipitação acumulada 6h: 31.65 mm. Precipitação prevista 1h: 0.00 mm.,39.35,registado
1148,2,2,4,2026-05-25 06:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 48.87%. Precipitação acumulada 6h: 11.14 mm. Precipitação prevista 1h: 11.17 mm.,28.13,registado
1149,4,3,9,2026-05-25 06:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 65.22%. Precipitação acumulada 6h: 49.08 mm. Precipitação prevista 1h: 48.61 mm.,56.23,ativo
1150,4,3,8,2026-05-25 07:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 77.20%. Precipitação acumulada 6h: 62.33 mm. Precipitação prevista 1h: 19.44 mm.,58.3,ativo
1151,4,3,7,2026-05-25 08:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 87.51%. Precipitação acumulada 6h: 61.98 mm. Precipitação prevista 1h: 8.42 mm.,60.08,ativo
1152,4,4,12,2026-05-25 08:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 59.99%. Precipitação acumulada 6h: 40.03 mm. Precipitação prevista 1h: 42.00 mm.,49.5,ativo
1153,4,3,7,2026-05-25 09:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 87.10%. Precipitação acumulada 6h: 62.72 mm. Precipitação prevista 1h: 0.00 mm.,58.01,ativo
1154,3,4,11,2026-05-25 09:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 60.74%. Precipitação acumulada 6h: 38.04 mm. Precipitação prevista 1h: 13.78 mm.,42.19,ativo
1155,3,3,8,2026-05-25 10:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 77.11%. Precipitação acumulada 6h: 59.75 mm. Precipitação prevista 1h: 1.41 mm.,52.98,ativo
1156,3,4,12,2026-05-25 10:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 62.68%. Precipitação acumulada 6h: 40.81 mm. Precipitação prevista 1h: 12.48 mm.,43.57,ativo
1157,4,3,9,2026-05-25 11:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 84.65%. Precipitação acumulada 6h: 70.42 mm. Precipitação prevista 1h: 3.40 mm.,60.07,ativo
1158,2,4,11,2026-05-25 11:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 60.39%. Precipitação acumulada 6h: 39.92 mm. Precipitação prevista 1h: 6.50 mm.,40.78,registado
1159,3,4,10,2026-05-25 12:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 65.44%. Precipitação acumulada 6h: 41.55 mm. Precipitação prevista 1h: 4.62 mm.,43.07,ativo
1160,1,3,8,2026-05-25 13:00:00,Alerta Verde na área Centro Urbano. Nível máximo de água: 44.89%. Precipitação acumulada 6h: 12.63 mm. Precipitação prevista 1h: 0.00 mm.,23.99,registado
1161,3,4,10,2026-05-25 13:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 66.48%. Precipitação acumulada 6h: 41.13 mm. Precipitação prevista 1h: 1.31 mm.,42.58,ativo
1162,2,2,6,2026-05-25 14:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 39.09%. Precipitação acumulada 6h: 12.68 mm. Precipitação prevista 1h: 12.55 mm.,24.53,registado
1163,2,1,2,2026-05-25 15:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 47.55%. Precipitação acumulada 6h: 8.73 mm. Precipitação prevista 1h: 10.07 mm.,26.53,registado
1164,2,2,4,2026-05-25 15:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 47.08%. Precipitação acumulada 6h: 12.47 mm. Precipitação prevista 1h: 18.53 mm.,29.56,registado
1165,2,3,7,2026-05-25 15:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 40.33%. Precipitação acumulada 6h: 15.35 mm. Precipitação prevista 1h: 12.67 mm.,25.92,registado
1166,2,2,6,2026-05-25 16:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 48.09%. Precipitação acumulada 6h: 12.27 mm. Precipitação prevista 1h: 15.53 mm.,29.2,registado
1167,2,4,11,2026-05-25 16:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 35.53%. Precipitação acumulada 6h: 7.71 mm. Precipitação prevista 1h: 11.36 mm.,21.14,registado
1168,2,1,1,2026-05-25 17:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 44.52%. Precipitação acumulada 6h: 12.72 mm. Precipitação prevista 1h: 10.36 mm.,26.44,registado
1169,3,3,8,2026-05-25 17:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 42.17%. Precipitação acumulada 6h: 11.10 mm. Precipitação prevista 1h: 30.02 mm.,29.81,ativo
1170,3,2,4,2026-05-25 18:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 53.56%. Precipitação acumulada 6h: 23.11 mm. Precipitação prevista 1h: 27.53 mm.,37.92,ativo
1171,1,2,6,2026-05-25 20:00:00,Alerta Verde na área Passagem Inferior. Nível máximo de água: 52.85%. Precipitação acumulada 6h: 23.72 mm. Precipitação prevista 1h: 0.00 mm.,30.9,registado
1172,3,3,7,2026-05-25 20:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 41.33%. Precipitação acumulada 6h: 14.79 mm. Precipitação prevista 1h: 29.51 mm.,30.41,ativo
1173,2,4,11,2026-05-25 20:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 37.25%. Precipitação acumulada 6h: 9.03 mm. Precipitação prevista 1h: 20.50 mm.,24.6,registado
1174,1,2,4,2026-05-25 21:00:00,Alerta Verde na área Passagem Inferior. Nível máximo de água: 55.67%. Precipitação acumulada 6h: 25.08 mm. Precipitação prevista 1h: 1.09 mm.,32.85,registado
1175,2,3,7,2026-05-25 21:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 37.56%. Precipitação acumulada 6h: 12.39 mm. Precipitação prevista 1h: 14.68 mm.,24.29,registado
1176,3,1,1,2026-05-25 22:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 51.58%. Precipitação acumulada 6h: 11.00 mm. Precipitação prevista 1h: 29.77 mm.,33.95,ativo
1177,1,1,3,2026-05-25 23:00:00,Alerta Verde na área Zona Ribeirinha. Nível máximo de água: 43.70%. Precipitação acumulada 6h: 10.15 mm. Precipitação prevista 1h: 0.00 mm.,22.71,registado
1178,2,2,4,2026-05-25 23:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 51.19%. Precipitação acumulada 6h: 24.37 mm. Precipitação prevista 1h: 18.70 mm.,35.02,registado
1179,2,1,3,2026-05-26 00:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 45.49%. Precipitação acumulada 6h: 9.08 mm. Precipitação prevista 1h: 11.45 mm.,26.06,registado
1180,2,1,1,2026-05-26 01:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 44.17%. Precipitação acumulada 6h: 9.08 mm. Precipitação prevista 1h: 12.19 mm.,25.65,registado
1181,4,2,5,2026-05-26 01:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 93.13%. Precipitação acumulada 6h: 71.28 mm. Precipitação prevista 1h: 70.00 mm.,78.29,ativo
1182,2,4,12,2026-05-26 01:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 39.99%. Precipitação acumulada 6h: 9.31 mm. Precipitação prevista 1h: 13.14 mm.,24.07,registado
1183,4,2,4,2026-05-26 02:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 99.97%. Precipitação acumulada 6h: 74.03 mm. Precipitação prevista 1h: 2.89 mm.,67.92,ativo
1184,2,3,8,2026-05-26 02:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 37.89%. Precipitação acumulada 6h: 8.79 mm. Precipitação prevista 1h: 17.68 mm.,24.11,registado
1185,2,4,10,2026-05-26 02:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 37.24%. Precipitação acumulada 6h: 7.73 mm. Precipitação prevista 1h: 11.70 mm.,22,registado
1186,4,2,5,2026-05-26 03:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 94.07%. Precipitação acumulada 6h: 72.86 mm. Precipitação prevista 1h: 0.00 mm.,64.19,ativo
1187,4,2,6,2026-05-26 04:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 99.79%. Precipitação acumulada 6h: 74.30 mm. Precipitação prevista 1h: 16.34 mm.,71.28,ativo
1188,4,2,5,2026-05-26 05:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 97.00%. Precipitação acumulada 6h: 73.52 mm. Precipitação prevista 1h: 0.00 mm.,65.71,ativo
1189,2,4,10,2026-05-26 05:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 32.80%. Precipitação acumulada 6h: 6.96 mm. Precipitação prevista 1h: 18.13 mm.,21.38,registado
1190,3,1,1,2026-05-26 06:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 39.53%. Precipitação acumulada 6h: 5.48 mm. Precipitação prevista 1h: 21.45 mm.,24.8,ativo
1191,4,2,5,2026-05-26 06:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 98.59%. Precipitação acumulada 6h: 74.40 mm. Precipitação prevista 1h: 0.00 mm.,66.69,ativo
1192,2,3,8,2026-05-26 07:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 39.28%. Precipitação acumulada 6h: 6.00 mm. Precipitação prevista 1h: 10.03 mm.,21.98,registado
1193,1,4,11,2026-05-26 07:00:00,Alerta Verde na área Zona Industrial. Nível máximo de água: 31.41%. Precipitação acumulada 6h: 3.58 mm. Precipitação prevista 1h: 0.00 mm.,15.21,registado
1194,1,1,2,2026-05-26 08:00:00,Alerta Verde na área Zona Ribeirinha. Nível máximo de água: 39.16%. Precipitação acumulada 6h: 4.44 mm. Precipitação prevista 1h: 0.00 mm.,18.95,registado
1195,2,2,5,2026-05-26 08:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 38.12%. Precipitação acumulada 6h: 5.25 mm. Precipitação prevista 1h: 15.73 mm.,22.66,registado
1196,4,4,12,2026-05-26 12:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 55.93%. Precipitação acumulada 6h: 34.63 mm. Precipitação prevista 1h: 47.94 mm.,47.54,ativo
1197,2,3,7,2026-05-26 13:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 33.71%. Precipitação acumulada 6h: 6.89 mm. Precipitação prevista 1h: 13.60 mm.,20.64,registado
1198,2,4,11,2026-05-26 13:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 57.80%. Precipitação acumulada 6h: 35.88 mm. Precipitação prevista 1h: 0.00 mm.,36.77,registado
1199,1,2,5,2026-05-26 14:00:00,Alerta Verde na área Passagem Inferior. Nível máximo de água: 41.77%. Precipitação acumulada 6h: 7.28 mm. Precipitação prevista 1h: 5.18 mm.,22.28,registado
1200,2,3,9,2026-05-26 14:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 34.49%. Precipitação acumulada 6h: 5.12 mm. Precipitação prevista 1h: 14.12 mm.,20.59,registado
1201,3,4,10,2026-05-26 14:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 55.56%. Precipitação acumulada 6h: 35.88 mm. Precipitação prevista 1h: 22.45 mm.,41.38,ativo
